year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
2017,AZ_East,JASO,4.0,37.52,51.4,34.080000000000005,45,42,36,1.1908333735,,,,,,,,,,,,
2018,AZ_East,JASO,4.0,33.45,52.31,37.23,31,53,39,1.86155805,,,,,,,,,,,,
2019,AZ_East,JASO,4.0,36.84,50.94,35.21,48,60,15,0.8983411275000001,,,,,,,,,,,,
2020,AZ_East,JASO,4.0,37.62,48.52,36.86,72,49,2,0.5116448625,,,,,,,,,,,,
2021,AZ_East,JASO,4.0,38.88,45.86,38.26,32,50,41,2.0098334175,,,,,,,,,,,,
2022,AZ_East,JASO,4.0,35.12,46.88,41.0,19,53,51,2.14179955,,,,,,,,,,,,
2023,AZ_East,JASO,4.0,39.69,51.12,32.2,57,38,28,0.78502617,,,,,,,,,,,,
1981,AZ_East,JASO,5.0,43.48,51.24,28.28,26,52,45,1.54647245,,,,,,,,,,,,
1982,AZ_East,JASO,5.0,43.08,53.08,26.84,36,38,49,1.452630845,,,,,,,,,,,,
1983,AZ_East,JASO,5.0,52.68,51.68,18.64,19,42,62,2.4350084,,,,,,,,,,,,
1984,AZ_East,JASO,5.0,41.56,48.04,33.4,28,30,65,2.3054778,,,,,,,,,,,,
1985,AZ_East,JASO,5.0,43.6,49.28,30.12,35,61,27,1.77289735,,,,,,,,,,,,
1986,AZ_East,JASO,5.0,35.44,52.44,35.120000000000005,42,36,45,1.8093524,,,,,,,,,,,,
1987,AZ_East,JASO,5.0,45.68,52.28,25.04,53,44,26,1.353993175,,,,,,,,,,,,
1988,AZ_East,JASO,5.0,40.64,47.84,34.52,38,55,30,1.811722025,,,,,,,,,,,,
1989,AZ_East,JASO,5.0,36.2,48.08,38.72,49,48,26,1.195330075,,,,,,,,,,,,
1990,AZ_East,JASO,5.0,40.52,53.16,29.32,28,56,39,1.89702195,,,,,,,,,,,,
1991,AZ_East,JASO,5.0,36.4,54.64,31.96,33,62,28,1.1972451,,,,,,,,,,,,
1992,AZ_East,JASO,5.0,43.120000000000005,53.48,26.4,43,47,33,1.6141957425,,,,,,,,,,,,
1993,AZ_East,JASO,5.0,41.32,51.6,30.08,49,57,17,1.3894222200000002,,,,,,,,,,,,
1994,AZ_East,JASO,5.0,38.48,53.92,30.6,55,46,22,1.328457625,,,,,,,,,,,,
1995,AZ_East,JASO,5.0,43.96,51.32,27.72,55,45,23,1.061837995,,,,,,,,,,,,
1996,AZ_East,JASO,5.0,44.88,46.4,31.72,39,56,28,1.755057275,,,,,,,,,,,,
1997,AZ_East,JASO,5.0,38.92,50.16,33.92,39,38,46,1.419204175,,,,,,,,,,,,
1998,AZ_East,JASO,5.0,40.32,47.72,34.96,34,47,42,1.6364635,,,,,,,,,,,,
1999,AZ_East,JASO,5.0,38.16,50.68,34.16,41,44,38,1.974026576,,,,,,,,,,,,
2000,AZ_East,JASO,5.0,41.4,45.4,36.2,43,63,17,1.7563112625,,,,,,,,,,,,
2001,AZ_East,JASO,5.0,46.56,46.4,30.04,48,50,25,1.212901975,,,,,,,,,,,,
2002,AZ_East,JASO,5.0,40.2,51.4,31.4,57,50,16,1.3725555875,,,,,,,,,,,,
2003,AZ_East,JASO,5.0,39.88,47.6,35.52,52,35,36,1.0870268425,,,,,,,,,,,,
2004,AZ_East,JASO,5.0,35.64,55.44,31.92,62,43,18,1.332526875,,,,,,,,,,,,
2005,AZ_East,JASO,5.0,37.76,49.08,36.16,53,47,23,1.1569821,,,,,,,,,,,,
2006,AZ_East,JASO,5.0,39.4,49.24,34.36,35,39,49,2.012814525,,,,,,,,,,,,
2007,AZ_East,JASO,5.0,42.120000000000005,47.72,33.160000000000004,39,50,34,1.3685385125,,,,,,,,,,,,
2008,AZ_East,JASO,5.0,44.64,48.84,29.52,43,50,30,1.5095342825,,,,,,,,,,,,
2009,AZ_East,JASO,5.0,38.76,52.32,31.92,53,56,14,0.80902457,,,,,,,,,,,,
2010,AZ_East,JASO,5.0,46.32,39.44,37.24,41,57,25,1.588298965,,,,,,,,,,,,
2011,AZ_East,JASO,5.0,43.48,46.04,33.48,43,48,32,1.431057875,,,,,,,,,,,,
2012,AZ_East,JASO,5.0,42.16,46.68,34.16,45,42,36,1.287119735,,,,,,,,,,,,
2013,AZ_East,JASO,5.0,40.28,48.12,34.6,40,31,52,1.7091105775,,,,,,,,,,,,
2014,AZ_East,JASO,5.0,36.24,54.44,32.32,30,46,47,1.94094235,,,,,,,,,,,,
2015,AZ_East,JASO,5.0,37.36,51.76,33.88,13,78,32,1.819438825,,,,,,,,,,,,
2016,AZ_East,JASO,5.0,32.8,47.92,42.28,40,63,20,1.438976225,,,,,,,,,,,,
2017,AZ_East,JASO,5.0,39.76,47.64,35.6,45,42,36,1.1908333735,,,,,,,,,,,,
2018,AZ_East,JASO,5.0,32.08,52.81,38.12,31,53,39,1.86155805,,,,,,,,,,,,
2019,AZ_East,JASO,5.0,36.3,52.43,34.28,48,60,15,0.8983411275000001,,,,,,,,,,,,
2020,AZ_East,JASO,5.0,38.9,48.25,35.84,72,49,2,0.5116448625,,,,,,,,,,,,
2021,AZ_East,JASO,5.0,38.86,49.19,34.94,32,50,41,2.0098334175,,,,,,,,,,,,
2022,AZ_East,JASO,5.0,37.05,47.18,38.76,19,53,51,2.14179955,,,,,,,,,,,,
2023,AZ_East,JASO,5.0,45.82,50.94,26.24,57,38,28,0.78502617,,,,,,,,,,,,
1981,AZ_East,JASO,6.0,45.52,48.48,29.0,26,52,45,1.54647245,,,,,,,,,,,,
1982,AZ_East,JASO,6.0,44.28,53.48,25.24,36,38,49,1.452630845,,,,,,,,,,,,
1983,AZ_East,JASO,6.0,50.31999999999999,50.6,22.08,19,42,62,2.4350084,,,,,,,,,,,,
1984,AZ_East,JASO,6.0,36.2,51.68,35.12,28,30,65,2.3054778,,,,,,,,,,,,
1985,AZ_East,JASO,6.0,43.2,50.88,28.92,35,61,27,1.77289735,,,,,,,,,,,,
1986,AZ_East,JASO,6.0,34.96,54.12,33.92,42,36,45,1.8093524,,,,,,,,,,,,
1987,AZ_East,JASO,6.0,43.92,53.4,25.68,53,44,26,1.353993175,,,,,,,,,,,,
1988,AZ_East,JASO,6.0,44.16,44.56,34.28,38,55,30,1.811722025,,,,,,,,,,,,
1989,AZ_East,JASO,6.0,41.760000000000005,49.0,32.24,49,48,26,1.195330075,,,,,,,,,,,,
1990,AZ_East,JASO,6.0,39.0,51.84,32.16,28,56,39,1.89702195,,,,,,,,,,,,
1991,AZ_East,JASO,6.0,40.6,54.0,28.4,33,62,28,1.1972451,,,,,,,,,,,,
1992,AZ_East,JASO,6.0,43.2,55.120000000000005,24.68,43,47,33,1.6141957425,,,,,,,,,,,,
1993,AZ_East,JASO,6.0,40.36,46.68,35.96,49,57,17,1.3894222200000002,,,,,,,,,,,,
1994,AZ_East,JASO,6.0,39.68,56.0,27.32,55,46,22,1.328457625,,,,,,,,,,,,
1995,AZ_East,JASO,6.0,41.88,49.24,31.88,55,45,23,1.061837995,,,,,,,,,,,,
1996,AZ_East,JASO,6.0,38.32,49.88,34.8,39,56,28,1.755057275,,,,,,,,,,,,
1997,AZ_East,JASO,6.0,36.08,53.2,33.72,39,38,46,1.419204175,,,,,,,,,,,,
1998,AZ_East,JASO,6.0,37.28,47.56,38.16,34,47,42,1.6364635,,,,,,,,,,,,
1999,AZ_East,JASO,6.0,41.24,40.92,40.84,41,44,38,1.974026576,,,,,,,,,,,,
2000,AZ_East,JASO,6.0,37.28,47.120000000000005,38.6,43,63,17,1.7563112625,,,,,,,,,,,,
2001,AZ_East,JASO,6.0,38.12,49.16,35.72,48,50,25,1.212901975,,,,,,,,,,,,
2002,AZ_East,JASO,6.0,38.32,52.2,32.480000000000004,57,50,16,1.3725555875,,,,,,,,,,,,
2003,AZ_East,JASO,6.0,44.6,49.68,28.72,52,35,36,1.0870268425,,,,,,,,,,,,
2004,AZ_East,JASO,6.0,39.88,49.84,33.28,62,43,18,1.332526875,,,,,,,,,,,,
2005,AZ_East,JASO,6.0,43.88,47.36,31.76,53,47,23,1.1569821,,,,,,,,,,,,
2006,AZ_East,JASO,6.0,42.64,48.16,32.2,35,39,49,2.012814525,,,,,,,,,,,,
2007,AZ_East,JASO,6.0,44.16,48.84,30.0,39,50,34,1.3685385125,,,,,,,,,,,,
2008,AZ_East,JASO,6.0,43.64,49.44,29.92,43,50,30,1.5095342825,,,,,,,,,,,,
2009,AZ_East,JASO,6.0,34.56,55.52,32.92,53,56,14,0.80902457,,,,,,,,,,,,
2010,AZ_East,JASO,6.0,42.76,41.4,38.84,41,57,25,1.588298965,,,,,,,,,,,,
2011,AZ_East,JASO,6.0,44.92,44.32,33.76,43,48,32,1.431057875,,,,,,,,,,,,
2012,AZ_East,JASO,6.0,41.2,49.0,32.8,45,42,36,1.287119735,,,,,,,,,,,,
2013,AZ_East,JASO,6.0,39.36,52.32,31.32,40,31,52,1.7091105775,,,,,,,,,,,,
2014,AZ_East,JASO,6.0,33.96,50.32,38.72,30,46,47,1.94094235,,,,,,,,,,,,
2015,AZ_East,JASO,6.0,28.48,53.88,40.64,13,78,32,1.819438825,,,,,,,,,,,,
2016,AZ_East,JASO,6.0,37.760000000000005,48.2,37.04,40,63,20,1.438976225,,,,,,,,,,,,
2017,AZ_East,JASO,6.0,39.44,52.92,30.64,45,42,36,1.1908333735,,,,,,,,,,,,
2018,AZ_East,JASO,6.0,30.55,50.39,42.06,31,53,39,1.86155805,,,,,,,,,,,,
2019,AZ_East,JASO,6.0,39.04,52.88,31.08,48,60,15,0.8983411275000001,,,,,,,,,,,,
2020,AZ_East,JASO,6.0,35.05,48.96,38.97,72,49,2,0.5116448625,,,,,,,,,,,,
2021,AZ_East,JASO,6.0,40.96,49.22,32.83,32,50,41,2.0098334175,,,,,,,,,,,,
2022,AZ_East,JASO,6.0,36.48,49.47,37.05,19,53,51,2.14179955,,,,,,,,,,,,
2023,AZ_East,JASO,6.0,44.61,51.46,26.94,57,38,28,0.78502617,,,,,,,,,,,,
1981,AZ_East,JASO,7.0,47.32,50.4,24.28,26,52,45,1.54647245,,,,,,,,,,,,
1982,AZ_East,JASO,7.0,46.72,51.84,23.44,36,38,49,1.452630845,,,,,,,,,,,,
1983,AZ_East,JASO,7.0,57.760000000000005,45.16,19.08,19,42,62,2.4350084,,,,,,,,,,,,
1984,AZ_East,JASO,7.0,40.32,43.76,37.92,28,30,65,2.3054778,,,,,,,,,,,,
1985,AZ_East,JASO,7.0,50.16,47.76,24.08,35,61,27,1.77289735,,,,,,,,,,,,
1986,AZ_East,JASO,7.0,41.64,52.04,28.32,42,36,45,1.8093524,,,,,,,,,,,,
1987,AZ_East,JASO,7.0,63.88,38.96,19.16,53,44,26,1.353993175,,,,,,,,,,,,
1988,AZ_East,JASO,7.0,44.96,51.36,25.68,38,55,30,1.811722025,,,,,,,,,,,,
1989,AZ_East,JASO,7.0,50.2,48.16,23.64,49,48,26,1.195330075,,,,,,,,,,,,
1990,AZ_East,JASO,7.0,36.64,50.04,35.32,28,56,39,1.89702195,,,,,,,,,,,,
1991,AZ_East,JASO,7.0,42.84,55.0,24.16,33,62,28,1.1972451,,,,,,,,,,,,
1992,AZ_East,JASO,7.0,51.08,50.52,20.4,43,47,33,1.6141957425,,,,,,,,,,,,
1993,AZ_East,JASO,7.0,46.36,53.96,21.68,49,57,17,1.3894222200000002,,,,,,,,,,,,
1994,AZ_East,JASO,7.0,46.56,50.84,24.6,55,46,22,1.328457625,,,,,,,,,,,,
1995,AZ_East,JASO,7.0,55.4,44.48,22.12,55,45,23,1.061837995,,,,,,,,,,,,
1996,AZ_East,JASO,7.0,41.56,51.32,29.12,39,56,28,1.755057275,,,,,,,,,,,,
1997,AZ_East,JASO,7.0,46.8,47.4,27.8,39,38,46,1.419204175,,,,,,,,,,,,
1998,AZ_East,JASO,7.0,48.48,42.92,30.6,34,47,42,1.6364635,,,,,,,,,,,,
1999,AZ_East,JASO,7.0,45.48,45.32,31.2,41,44,38,1.974026576,,,,,,,,,,,,
2000,AZ_East,JASO,7.0,54.16,48.84,19.0,43,63,17,1.7563112625,,,,,,,,,,,,
2001,AZ_East,JASO,7.0,45.12,46.48,30.4,48,50,25,1.212901975,,,,,,,,,,,,
2002,AZ_East,JASO,7.0,47.52,51.96,22.52,57,50,16,1.3725555875,,,,,,,,,,,,
2003,AZ_East,JASO,7.0,54.0,43.0,25.0,52,35,36,1.0870268425,,,,,,,,,,,,
2004,AZ_East,JASO,7.0,62.6,42.64,16.76,62,43,18,1.332526875,,,,,,,,,,,,
2005,AZ_East,JASO,7.0,54.760000000000005,42.72,24.52,53,47,23,1.1569821,,,,,,,,,,,,
2006,AZ_East,JASO,7.0,47.56,45.48,28.96,35,39,49,2.012814525,,,,,,,,,,,,
2007,AZ_East,JASO,7.0,47.16,47.8,27.040000000000003,39,50,34,1.3685385125,,,,,,,,,,,,
2008,AZ_East,JASO,7.0,44.6,49.2,28.2,43,50,30,1.5095342825,,,,,,,,,,,,
2009,AZ_East,JASO,7.0,43.56,53.0,25.44,53,56,14,0.80902457,,,,,,,,,,,,
2010,AZ_East,JASO,7.0,52.04,45.12,24.84,41,57,25,1.588298965,,,,,,,,,,,,
2011,AZ_East,JASO,7.0,44.96,51.68,25.36,43,48,32,1.431057875,,,,,,,,,,,,
2012,AZ_East,JASO,7.0,46.16,48.68,27.16,45,42,36,1.287119735,,,,,,,,,,,,
2013,AZ_East,JASO,7.0,39.2,50.24,32.56,40,31,52,1.7091105775,,,,,,,,,,,,
2014,AZ_East,JASO,7.0,34.760000000000005,50.76,36.48,30,46,47,1.94094235,,,,,,,,,,,,
2015,AZ_East,JASO,7.0,27.56,53.12,41.32,13,78,32,1.819438825,,,,,,,,,,,,
2016,AZ_East,JASO,7.0,46.56,46.36,29.08,40,63,20,1.438976225,,,,,,,,,,,,
2017,AZ_East,JASO,7.0,44.56,49.16,28.28,45,42,36,1.1908333735,,,,,,,,,,,,
2018,AZ_East,JASO,7.0,38.59,49.98,33.44,31,53,39,1.86155805,,,,,,,,,,,,
2019,AZ_East,JASO,7.0,48.41,48.12,25.47,48,60,15,0.8983411275000001,,,,,,,,,,,,
2020,AZ_East,JASO,7.0,50.51,41.06,30.42,72,49,2,0.5116448625,,,,,,,,,,,,
2021,AZ_East,JASO,7.0,43.11,52.04,26.85,32,50,41,2.0098334175,,,,,,,,,,,,
2022,AZ_East,JASO,7.0,42.35,51.75,27.9,19,53,51,2.14179955,,,,,,,,,,,,
2023,AZ_East,JASO,7.0,58.68,42.71,20.62,57,38,28,0.78502617,,,,,,,,,,,,
1981,AZ_East,JJ,4.0,28.880000000000003,20.4,11.72,18,22,21,1.52872355,,,,,,,,,,,,
1982,AZ_East,JJ,4.0,33.24,19.68,8.08,32,18,11,0.804379065,,,,,,,,,,,,
1983,AZ_East,JJ,4.0,39.84,17.6,3.56,33,13,15,1.094226775,,,,,,,,,,,,
1984,AZ_East,JJ,4.0,31.8,21.36,7.84,15,14,32,1.67652567,,,,,,,,,,,,
1985,AZ_East,JJ,4.0,31.880000000000003,20.76,8.36,31,11,19,1.094188265,,,,,,,,,,,,
1986,AZ_East,JJ,4.0,29.96,22.52,8.52,19,24,18,1.4938916,,,,,,,,,,,,
1987,AZ_East,JJ,4.0,37.32,18.4,5.28,31,20,10,0.97384734,,,,,,,,,,,,
1988,AZ_East,JJ,4.0,32.52,19.72,8.76,15,31,15,1.33748475,,,,,,,,,,,,
1989,AZ_East,JJ,4.0,30.880000000000003,20.0,10.12,37,11,13,0.9008006765,,,,,,,,,,,,
1990,AZ_East,JJ,4.0,34.04,19.4,7.56,24,14,23,1.585076845,,,,,,,,,,,,
1991,AZ_East,JJ,4.0,33.08,20.52,7.4,23,34,4,0.85738609,,,,,,,,,,,,
1992,AZ_East,JJ,4.0,36.28,18.28,6.44,29,22,10,1.10862421,,,,,,,,,,,,
1993,AZ_East,JJ,4.0,33.28,20.44,7.28,36,25,0,0.32282878,,,,,,,,,,,,
1994,AZ_East,JJ,4.0,28.52,22.44,10.04,39,16,6,0.68778728,,,,,,,,,,,,
1995,AZ_East,JJ,4.0,33.52,20.76,6.720000000000001,41,18,2,0.35039395,,,,,,,,,,,,
1996,AZ_East,JJ,4.0,34.480000000000004,17.240000000000002,9.28,22,25,14,1.2672978350000002,,,,,,,,,,,,
1997,AZ_East,JJ,4.0,32.0,19.44,9.56,40,15,6,0.6989865,,,,,,,,,,,,
1998,AZ_East,JJ,4.0,35.32,18.0,7.680000000000001,33,12,16,1.27614747,,,,,,,,,,,,
1999,AZ_East,JJ,4.0,28.68,22.4,9.92,18,25,18,1.81640795,,,,,,,,,,,,
2000,AZ_East,JJ,4.0,29.6,18.56,12.84,24,36,1,0.92481903,,,,,,,,,,,,
2001,AZ_East,JJ,4.0,32.32,20.32,8.36,22,31,8,1.00665988,,,,,,,,,,,,
2002,AZ_East,JJ,4.0,31.28,19.76,9.96,34,18,9,0.7963391995,,,,,,,,,,,,
2003,AZ_East,JJ,4.0,30.6,19.04,11.36,44,6,11,0.641688825,,,,,,,,,,,,
2004,AZ_East,JJ,4.0,26.4,20.92,13.68,40,12,9,0.66781003,,,,,,,,,,,,
2005,AZ_East,JJ,4.0,32.2,20.4,8.4,41,13,7,0.5949320149999999,,,,,,,,,,,,
2006,AZ_East,JJ,4.0,30.4,21.92,8.68,22,18,21,1.57953371,,,,,,,,,,,,
2007,AZ_East,JJ,4.0,30.52,20.76,9.72,33,17,11,1.2416420849999998,,,,,,,,,,,,
2008,AZ_East,JJ,4.0,30.68,18.76,11.56,28,18,15,1.430524255,,,,,,,,,,,,
2009,AZ_East,JJ,4.0,30.56,21.76,8.68,24,28,9,0.84316137,,,,,,,,,,,,
2010,AZ_East,JJ,4.0,30.68,20.16,10.16,32,18,11,1.32023101,,,,,,,,,,,,
2011,AZ_East,JJ,4.0,36.32,16.84,7.84,33,11,17,0.950888852,,,,,,,,,,,,
2012,AZ_East,JJ,4.0,28.84,21.92,10.24,31,16,14,1.156431235,,,,,,,,,,,,
2013,AZ_East,JJ,4.0,31.24,18.96,10.8,29,10,22,1.395944811,,,,,,,,,,,,
2014,AZ_East,JJ,4.0,28.56,19.44,13.0,31,12,18,0.950634517,,,,,,,,,,,,
2015,AZ_East,JJ,4.0,32.2,17.36,11.44,12,34,15,1.53226565,,,,,,,,,,,,
2016,AZ_East,JJ,4.0,29.84,19.88,11.28,26,27,8,0.93880026,,,,,,,,,,,,
2017,AZ_East,JJ,4.0,31.68,19.16,10.16,31,8,22,1.491870235,,,,,,,,,,,,
2018,AZ_East,JJ,4.0,25.43,23.78,11.79,32,9,20,1.30946609,,,,,,,,,,,,
2019,AZ_East,JJ,4.0,30.8,20.08,10.11,35,19,7,0.476226323,,,,,,,,,,,,
2020,AZ_East,JJ,4.0,31.14,18.02,11.84,36,24,1,0.528226035,,,,,,,,,,,,
2021,AZ_East,JJ,4.0,27.08,21.55,12.37,23,12,26,1.94417558,,,,,,,,,,,,
2022,AZ_East,JJ,4.0,25.49,21.45,14.05,19,26,16,1.83557915,,,,,,,,,,,,
2023,AZ_East,JJ,4.0,32.63,18.86,9.510000000000002,39,19,3,0.27639879,,,,,,,,,,,,
1981,AZ_East,JJ,5.0,30.16,21.56,9.28,18,22,21,1.52872355,,,,,,,,,,,,
1982,AZ_East,JJ,5.0,31.880000000000003,20.64,8.48,32,18,11,0.804379065,,,,,,,,,,,,
1983,AZ_East,JJ,5.0,38.52,18.72,3.76,33,13,15,1.094226775,,,,,,,,,,,,
1984,AZ_East,JJ,5.0,28.32,23.68,9.0,15,14,32,1.67652567,,,,,,,,,,,,
1985,AZ_East,JJ,5.0,28.4,21.72,10.88,31,11,19,1.094188265,,,,,,,,,,,,
1986,AZ_East,JJ,5.0,25.96,22.96,12.08,19,24,18,1.4938916,,,,,,,,,,,,
1987,AZ_East,JJ,5.0,32.599999999999994,21.24,7.16,31,20,10,0.97384734,,,,,,,,,,,,
1988,AZ_East,JJ,5.0,30.72,20.84,9.44,15,31,15,1.33748475,,,,,,,,,,,,
1989,AZ_East,JJ,5.0,27.520000000000003,21.4,12.08,37,11,13,0.9008006765,,,,,,,,,,,,
1990,AZ_East,JJ,5.0,31.32,19.72,9.96,24,14,23,1.585076845,,,,,,,,,,,,
1991,AZ_East,JJ,5.0,30.96,19.16,10.88,23,34,4,0.85738609,,,,,,,,,,,,
1992,AZ_East,JJ,5.0,32.76,20.880000000000003,7.359999999999999,29,22,10,1.10862421,,,,,,,,,,,,
1993,AZ_East,JJ,5.0,30.36,22.44,8.2,36,25,0,0.32282878,,,,,,,,,,,,
1994,AZ_East,JJ,5.0,29.4,22.76,8.84,39,16,6,0.68778728,,,,,,,,,,,,
1995,AZ_East,JJ,5.0,34.12,20.28,6.6000000000000005,41,18,2,0.35039395,,,,,,,,,,,,
1996,AZ_East,JJ,5.0,33.92,18.36,8.72,22,25,14,1.2672978350000002,,,,,,,,,,,,
1997,AZ_East,JJ,5.0,29.36,19.48,12.16,40,15,6,0.6989865,,,,,,,,,,,,
1998,AZ_East,JJ,5.0,29.8,21.2,10.0,33,12,16,1.27614747,,,,,,,,,,,,
1999,AZ_East,JJ,5.0,27.0,22.4,11.6,18,25,18,1.81640795,,,,,,,,,,,,
2000,AZ_East,JJ,5.0,27.24,23.520000000000003,10.24,24,36,1,0.92481903,,,,,,,,,,,,
2001,AZ_East,JJ,5.0,30.12,20.48,10.4,22,31,8,1.00665988,,,,,,,,,,,,
2002,AZ_East,JJ,5.0,29.76,20.84,10.4,34,18,9,0.7963391995,,,,,,,,,,,,
2003,AZ_East,JJ,5.0,29.64,20.56,10.8,44,6,11,0.641688825,,,,,,,,,,,,
2004,AZ_East,JJ,5.0,27.8,22.64,10.56,40,12,9,0.66781003,,,,,,,,,,,,
2005,AZ_East,JJ,5.0,30.6,19.68,10.72,41,13,7,0.5949320149999999,,,,,,,,,,,,
2006,AZ_East,JJ,5.0,30.4,19.56,11.04,22,18,21,1.57953371,,,,,,,,,,,,
2007,AZ_East,JJ,5.0,31.24,19.52,10.24,33,17,11,1.2416420849999998,,,,,,,,,,,,
2008,AZ_East,JJ,5.0,34.24,18.48,8.28,28,18,15,1.430524255,,,,,,,,,,,,
2009,AZ_East,JJ,5.0,28.96,23.52,8.52,24,28,9,0.84316137,,,,,,,,,,,,
2010,AZ_East,JJ,5.0,35.32,15.2,10.48,32,18,11,1.32023101,,,,,,,,,,,,
2011,AZ_East,JJ,5.0,33.2,19.24,8.559999999999999,33,11,17,0.950888852,,,,,,,,,,,,
2012,AZ_East,JJ,5.0,29.96,19.16,11.88,31,16,14,1.156431235,,,,,,,,,,,,
2013,AZ_East,JJ,5.0,32.44,19.4,9.16,29,10,22,1.395944811,,,,,,,,,,,,
2014,AZ_East,JJ,5.0,26.64,22.04,12.32,31,12,18,0.950634517,,,,,,,,,,,,
2015,AZ_East,JJ,5.0,31.12,19.92,9.96,12,34,15,1.53226565,,,,,,,,,,,,
2016,AZ_East,JJ,5.0,24.0,21.12,15.88,26,27,8,0.93880026,,,,,,,,,,,,
2017,AZ_East,JJ,5.0,29.520000000000003,20.0,11.48,31,8,22,1.491870235,,,,,,,,,,,,
2018,AZ_East,JJ,5.0,23.35,23.69,13.96,32,9,20,1.30946609,,,,,,,,,,,,
2019,AZ_East,JJ,5.0,29.81,20.02,11.18,35,19,7,0.476226323,,,,,,,,,,,,
2020,AZ_East,JJ,5.0,29.21,20.54,11.23,36,24,1,0.528226035,,,,,,,,,,,,
2021,AZ_East,JJ,5.0,28.16,22.29,10.55,23,12,26,1.94417558,,,,,,,,,,,,
2022,AZ_East,JJ,5.0,26.23,21.98,12.79,19,26,16,1.83557915,,,,,,,,,,,,
2023,AZ_East,JJ,5.0,37.2,17.38,6.44,39,19,3,0.27639879,,,,,,,,,,,,
1981,AZ_East,JJ,6.0,29.6,22.12,9.28,18,22,21,1.52872355,,,,,,,,,,,,
1982,AZ_East,JJ,6.0,36.56,17.92,6.5200000000000005,32,18,11,0.804379065,,,,,,,,,,,,
1983,AZ_East,JJ,6.0,35.8,19.52,5.680000000000001,33,13,15,1.094226775,,,,,,,,,,,,
1984,AZ_East,JJ,6.0,28.0,20.72,12.28,15,14,32,1.67652567,,,,,,,,,,,,
1985,AZ_East,JJ,6.0,27.16,23.12,10.72,31,11,19,1.094188265,,,,,,,,,,,,
1986,AZ_East,JJ,6.0,23.92,26.24,10.84,19,24,18,1.4938916,,,,,,,,,,,,
1987,AZ_East,JJ,6.0,25.24,26.2,9.56,31,20,10,0.97384734,,,,,,,,,,,,
1988,AZ_East,JJ,6.0,29.84,19.24,11.92,15,31,15,1.33748475,,,,,,,,,,,,
1989,AZ_East,JJ,6.0,31.52,19.8,9.68,37,11,13,0.9008006765,,,,,,,,,,,,
1990,AZ_East,JJ,6.0,30.36,19.48,11.16,24,14,23,1.585076845,,,,,,,,,,,,
1991,AZ_East,JJ,6.0,29.28,23.48,8.24,23,34,4,0.85738609,,,,,,,,,,,,
1992,AZ_East,JJ,6.0,30.76,23.56,6.680000000000001,29,22,10,1.10862421,,,,,,,,,,,,
1993,AZ_East,JJ,6.0,28.16,20.8,12.04,36,25,0,0.32282878,,,,,,,,,,,,
1994,AZ_East,JJ,6.0,27.24,24.28,9.48,39,16,6,0.68778728,,,,,,,,,,,,
1995,AZ_East,JJ,6.0,32.44,17.2,11.36,41,18,2,0.35039395,,,,,,,,,,,,
1996,AZ_East,JJ,6.0,26.92,22.0,12.08,22,25,14,1.2672978350000002,,,,,,,,,,,,
1997,AZ_East,JJ,6.0,29.92,18.96,12.12,40,15,6,0.6989865,,,,,,,,,,,,
1998,AZ_East,JJ,6.0,31.24,18.12,11.64,33,12,16,1.27614747,,,,,,,,,,,,
1999,AZ_East,JJ,6.0,28.16,18.96,13.88,18,25,18,1.81640795,,,,,,,,,,,,
2000,AZ_East,JJ,6.0,25.8,20.52,14.68,24,36,1,0.92481903,,,,,,,,,,,,
2001,AZ_East,JJ,6.0,27.12,22.92,10.96,22,31,8,1.00665988,,,,,,,,,,,,
2002,AZ_East,JJ,6.0,31.24,20.16,9.6,34,18,9,0.7963391995,,,,,,,,,,,,
2003,AZ_East,JJ,6.0,33.8,18.8,8.399999999999999,44,6,11,0.641688825,,,,,,,,,,,,
2004,AZ_East,JJ,6.0,30.96,18.84,11.2,40,12,9,0.66781003,,,,,,,,,,,,
2005,AZ_East,JJ,6.0,36.68,17.04,7.28,41,13,7,0.5949320149999999,,,,,,,,,,,,
2006,AZ_East,JJ,6.0,29.0,21.56,10.44,22,18,21,1.57953371,,,,,,,,,,,,
2007,AZ_East,JJ,6.0,32.28,19.56,9.16,33,17,11,1.2416420849999998,,,,,,,,,,,,
2008,AZ_East,JJ,6.0,33.6,19.6,7.8,28,18,15,1.430524255,,,,,,,,,,,,
2009,AZ_East,JJ,6.0,31.48,20.24,9.28,24,28,9,0.84316137,,,,,,,,,,,,
2010,AZ_East,JJ,6.0,32.36,17.88,10.76,32,18,11,1.32023101,,,,,,,,,,,,
2011,AZ_East,JJ,6.0,35.239999999999995,16.88,8.88,33,11,17,0.950888852,,,,,,,,,,,,
2012,AZ_East,JJ,6.0,30.64,19.84,10.52,31,16,14,1.156431235,,,,,,,,,,,,
2013,AZ_East,JJ,6.0,30.44,21.8,8.76,29,10,22,1.395944811,,,,,,,,,,,,
2014,AZ_East,JJ,6.0,33.68,16.04,11.28,31,12,18,0.950634517,,,,,,,,,,,,
