year,region,season,lead_month,sumDry.for,normal.for,sumMonsoon.for,sumDry.obs,normal.obs,sumMonsoon.obs,avgPCP_mmDay,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi.obs,ant_soi.for,ant_mei.obs,ant_mei.for,ant_dsst3.4.obs,ant_dsst3.4.for
1996,NM_South,Aug,8.0,0.32,12.16,17.52,0,12,19,2.6242213,Neutral Phase,0.7,-0.2,Neutral Phase,-0.64,Cool Phase/La Nina,0.7,0.7,-0.64,-0.83,-0.2,-0.32
1997,NM_South,Aug,8.0,0.24,6.64,23.12,0,7,24,2.0206294,Warm Phase/El Nino,-1.4,1.91,Warm Phase/El Nino,2.26,Warm Phase/El Nino,-1.4,-0.8,2.26,2.26,1.91,1.67
1998,NM_South,Aug,8.0,0.32,9.12,20.56,0,9,22,1.6259236,Cool Phase/La Nina,1.2,-1.25,Cool Phase/La Nina,-1.82,Cool Phase/La Nina,1.2,1.2,-1.82,-1.53,-1.25,-0.86
1999,NM_South,Aug,8.0,0.08,7.56,22.36,0,10,21,2.2502282,Cool Phase/La Nina,0.4,-1.19,Cool Phase/La Nina,-1.03,Cool Phase/La Nina,0.4,0.5,-1.03,-1.18,-1.19,-1.05
2000,NM_South,Aug,8.0,0.68,14.12,15.2,0,19,12,0.8611365,Cool Phase/La Nina,0.7,-0.47,Cool Phase/La Nina,-0.08,Neutral Phase,0.7,-0.2,-0.08,-0.61,-0.47,-0.55
2001,NM_South,Aug,8.0,0.08,12.8,17.12,0,12,19,1.4771775,Neutral Phase,-0.4,-0.1,Neutral Phase,0.38,Neutral Phase,-0.4,-0.2,0.38,0.04,-0.1,-0.01
2002,NM_South,Aug,8.0,0.64,10.76,18.6,3,18,10,1.5400507,Warm Phase/El Nino,-1.0,0.81,Warm Phase/El Nino,1.01,Warm Phase/El Nino,-1.0,-0.5,1.01,0.44,0.81,0.77
2003,NM_South,Aug,8.0,1.88,14.52,13.6,0,19,12,1.4258784,Neutral Phase,0.1,0.2,Neutral Phase,0.05,Neutral Phase,0.1,0.3,0.05,0.01,0.2,0.24
2004,NM_South,Aug,8.0,0.68,12.64,16.68,3,9,19,2.2484334,Warm Phase/El Nino,-0.3,0.7,Warm Phase/El Nino,0.77,Warm Phase/El Nino,-0.3,-0.5,0.77,0.46,0.7,0.51
2005,NM_South,Aug,8.0,0.0,7.76,22.24,1,9,21,2.9310691,Neutral Phase,-0.3,-0.1,Neutral Phase,0.01,Neutral Phase,-0.3,0.2,0.01,0.0,-0.1,-0.19
2006,NM_South,Aug,8.0,0.08,7.92,22.0,0,0,31,4.5901737,Neutral Phase,-1.0,0.31,Neutral Phase,0.59,Warm Phase/El Nino,-1.0,-0.6,0.59,0.21,0.31,0.01
2007,NM_South,Aug,8.0,0.4,9.04,20.56,0,11,20,1.5354892,Cool Phase/La Nina,0.4,-0.72,Cool Phase/La Nina,-0.9,Cool Phase/La Nina,0.4,-0.3,-0.9,-0.75,-0.72,-0.59
2008,NM_South,Aug,8.0,0.52,11.76,17.72,0,4,27,2.6416638,Neutral Phase,1.0,-0.13,Neutral Phase,-1.01,Cool Phase/La Nina,1.0,0.3,-1.01,-0.78,-0.13,-0.3
2009,NM_South,Aug,8.0,1.56,16.68,11.76,4,19,8,1.0436037,Warm Phase/El Nino,-0.2,0.56,Warm Phase/El Nino,0.56,Warm Phase/El Nino,-0.2,0.2,0.56,0.56,0.56,0.48
2010,NM_South,Aug,8.0,0.28,5.68,24.04,0,8,23,2.1882455,Cool Phase/La Nina,1.8,-1.38,Cool Phase/La Nina,-2.38,Cool Phase/La Nina,1.8,1.8,-2.38,-2.43,-1.38,-1.07
2011,NM_South,Aug,8.0,1.16,14.8,14.04,0,11,20,1.2919118,Cool Phase/La Nina,0.4,-0.64,Cool Phase/La Nina,-0.81,Cool Phase/La Nina,0.4,1.0,-0.81,-0.75,-0.64,-0.42
2012,NM_South,Aug,8.0,0.64,15.28,14.08,2,18,11,1.3490765,Neutral Phase,-0.2,0.47,Neutral Phase,-0.02,Neutral Phase,-0.2,0.0,-0.02,0.34,0.47,0.25
2013,NM_South,Aug,8.0,1.68,13.96,14.36,0,9,22,1.7440519,Neutral Phase,0.2,-0.38,Neutral Phase,-0.45,Neutral Phase,0.2,0.8,-0.45,-0.79,-0.38,-0.39
2014,NM_South,Aug,8.0,0.32,7.88,21.8,0,10,21,2.3047326,Neutral Phase,-0.7,-0.03,Neutral Phase,0.23,Neutral Phase,-0.7,-0.2,0.23,0.42,-0.03,-0.06
2015,NM_South,Aug,8.0,0.96,13.88,15.16,0,15,16,1.7223881,Warm Phase/El Nino,-1.4,1.93,Warm Phase/El Nino,1.95,Warm Phase/El Nino,-1.4,-1.1,1.95,1.79,1.93,1.45
2016,NM_South,Aug,8.0,0.16,7.48,22.36,0,4,27,3.5965998,Cool Phase/La Nina,0.7,-0.57,Cool Phase/La Nina,-0.27,Neutral Phase,0.7,0.4,-0.27,-0.53,-0.57,-0.47
2017,NM_South,Aug,8.0,0.12,7.16,22.72,0,8,23,3.505766,Neutral Phase,0.5,-0.16,Neutral Phase,-0.73,Cool Phase/La Nina,0.5,0.8,-0.73,-0.63,-0.16,0.25
2018,NM_South,Aug,8.0,0.33,11.43,18.24,0,11,20,1.9484874,Neutral Phase,-0.3,0.09,Neutral Phase,0.46,Neutral Phase,-0.3,0.2,0.46,-0.05,0.09,0.12
2019,NM_South,Aug,8.0,0.24,9.45,20.31,1,16,14,1.4986075,Neutral Phase,-0.1,0.04,Neutral Phase,0.32,Neutral Phase,-0.1,-0.4,0.32,0.3,0.04,0.35
2020,NM_South,Aug,8.0,2.41,17.84,9.75,2,27,2,0.8208159,Cool Phase/La Nina,1.1,-0.59,Cool Phase/La Nina,-0.96,Cool Phase/La Nina,1.1,0.4,-0.96,-0.94,-0.59,-0.3
2021,NM_South,Aug,8.0,0.29,6.22,23.49,0,11,20,2.8438203,Neutral Phase,0.6,-0.53,Neutral Phase,-1.29,Cool Phase/La Nina,0.6,1.4,-1.29,-1.44,-0.53,-0.39
2022,NM_South,Aug,8.0,0.16,8.8,21.04,0,4,27,3.5219462,Cool Phase/La Nina,1.0,-0.97,Cool Phase/La Nina,-1.75,Cool Phase/La Nina,1.0,0.8,-1.75,-2.17,-0.97,-0.7
2023,NM_South,Aug,8.0,2.2,17.04,10.76,2,15,14,1.3526212,Warm Phase/El Nino,-0.8,1.35,Warm Phase/El Nino,0.51,Warm Phase/El Nino,-0.8,-0.3,0.51,0.5,1.35,1.02
1981,NM_South,JA,4.0,2.64,23.72,35.64,0,10,52,2.53349735,,,,,,,,,,,,
1982,NM_South,JA,4.0,2.92,27.64,31.44,2,9,51,1.8498821,,,,,,,,,,,,
1983,NM_South,JA,4.0,5.48,26.56,29.96,4,15,43,0.8423974000000001,,,,,,,,,,,,
1984,NM_South,JA,4.0,2.6,27.48,31.92,0,7,55,2.49009865,,,,,,,,,,,,
1985,NM_South,JA,4.0,2.84,25.88,33.28,4,21,37,1.4948656,,,,,,,,,,,,
1986,NM_South,JA,4.0,1.88,25.12,35.0,0,13,49,2.1014269,,,,,,,,,,,,
1987,NM_South,JA,4.0,3.96,24.44,33.6,5,17,40,1.7837947500000002,,,,,,,,,,,,
1988,NM_South,JA,4.0,3.28,22.880000000000003,35.84,0,5,57,2.7219926,,,,,,,,,,,,
1989,NM_South,JA,4.0,2.16,24.68,35.16,3,16,43,2.340626,,,,,,,,,,,,
1990,NM_South,JA,4.0,3.88,26.24,31.880000000000003,0,16,46,2.5676554,,,,,,,,,,,,
1991,NM_South,JA,4.0,3.92,25.16,32.92,0,5,57,3.5787456,,,,,,,,,,,,
1992,NM_South,JA,4.0,4.92,26.32,30.76,2,18,42,1.44789485,,,,,,,,,,,,
1993,NM_South,JA,4.0,3.24,24.28,34.480000000000004,0,17,45,2.50768055,,,,,,,,,,,,
1994,NM_South,JA,4.0,2.36,23.36,36.28,5,26,31,1.4341867,,,,,,,,,,,,
1995,NM_South,JA,4.0,3.08,28.04,30.880000000000003,13,16,33,1.1487397,,,,,,,,,,,,
1996,NM_South,JA,4.0,3.2,23.92,34.879999999999995,0,17,45,2.3393296,,,,,,,,,,,,
1997,NM_South,JA,4.0,2.72,25.48,33.8,2,23,37,1.87850855,,,,,,,,,,,,
1998,NM_South,JA,4.0,3.52,20.72,37.76,0,16,46,1.8303503,,,,,,,,,,,,
1999,NM_South,JA,4.0,1.84,23.4,36.760000000000005,0,14,48,2.22108725,,,,,,,,,,,,
2000,NM_South,JA,4.0,1.56,22.880000000000003,37.56,1,35,26,1.07278135,,,,,,,,,,,,
2001,NM_South,JA,4.0,2.52,22.08,37.4,0,27,35,1.24951365,,,,,,,,,,,,
2002,NM_South,JA,4.0,4.08,23.72,34.2,3,27,32,1.90452515,,,,,,,,,,,,
2003,NM_South,JA,4.0,2.88,20.76,38.36,5,40,17,1.015264715,,,,,,,,,,,,
2004,NM_South,JA,4.0,1.3199999999999998,20.24,40.44,10,20,32,2.17893805,,,,,,,,,,,,
2005,NM_South,JA,4.0,2.24,26.24,33.52,6,30,26,1.89486147,,,,,,,,,,,,
2006,NM_South,JA,4.0,2.72,27.4,31.880000000000003,0,17,45,3.34972185,,,,,,,,,,,,
2007,NM_South,JA,4.0,0.96,21.84,39.2,0,24,38,1.67364525,,,,,,,,,,,,
2008,NM_South,JA,4.0,3.6,24.520000000000003,33.879999999999995,0,7,55,3.3050841,,,,,,,,,,,,
2009,NM_South,JA,4.0,2.48,27.48,32.04,4,35,23,2.1059996,,,,,,,,,,,,
2010,NM_South,JA,4.0,1.64,20.2,40.16,0,13,49,3.03632485,,,,,,,,,,,,
2011,NM_South,JA,4.0,3.28,25.04,33.68,1,28,33,1.2224845,,,,,,,,,,,,
2012,NM_South,JA,4.0,2.12,23.28,36.6,2,35,25,1.41642685,,,,,,,,,,,,
2013,NM_South,JA,4.0,3.12,24.44,34.44,0,18,44,2.3306075,,,,,,,,,,,,
2014,NM_South,JA,4.0,2.36,26.12,33.52,0,23,39,2.709795,,,,,,,,,,,,
2015,NM_South,JA,4.0,2.4,23.2,36.400000000000006,0,22,40,2.56883755,,,,,,,,,,,,
2016,NM_South,JA,4.0,2.72,24.48,34.8,8,19,35,2.2347308,,,,,,,,,,,,
2017,NM_South,JA,4.0,2.24,22.56,37.2,0,19,43,2.7901755,,,,,,,,,,,,
2018,NM_South,JA,4.0,1.84,22.08,38.08,1,21,40,2.06598385,,,,,,,,,,,,
2019,NM_South,JA,4.0,2.61,23.0,36.39,3,34,25,1.60447375,,,,,,,,,,,,
2020,NM_South,JA,4.0,1.93,21.53,38.55,7,40,15,1.2594565,,,,,,,,,,,,
2021,NM_South,JA,4.0,2.51,22.49,37.0,0,11,51,2.89067005,,,,,,,,,,,,
2022,NM_South,JA,4.0,1.65,24.33,36.02,0,18,44,2.5176537,,,,,,,,,,,,
2023,NM_South,JA,4.0,3.76,24.3,33.94,3,40,19,1.10470122,,,,,,,,,,,,
1981,NM_South,JA,5.0,1.52,23.0,37.48,0,10,52,2.53349735,,,,,,,,,,,,
1982,NM_South,JA,5.0,2.72,30.04,29.24,2,9,51,1.8498821,,,,,,,,,,,,
1983,NM_South,JA,5.0,4.640000000000001,29.72,27.64,4,15,43,0.8423974000000001,,,,,,,,,,,,
1984,NM_South,JA,5.0,1.2,22.48,38.32,0,7,55,2.49009865,,,,,,,,,,,,
1985,NM_South,JA,5.0,2.04,25.88,34.08,4,21,37,1.4948656,,,,,,,,,,,,
1986,NM_South,JA,5.0,1.2000000000000002,24.36,36.44,0,13,49,2.1014269,,,,,,,,,,,,
1987,NM_South,JA,5.0,1.88,26.36,33.76,5,17,40,1.7837947500000002,,,,,,,,,,,,
1988,NM_South,JA,5.0,1.64,22.12,38.24,0,5,57,2.7219926,,,,,,,,,,,,
1989,NM_South,JA,5.0,1.72,26.36,33.92,3,16,43,2.340626,,,,,,,,,,,,
1990,NM_South,JA,5.0,1.4,22.92,37.68,0,16,46,2.5676554,,,,,,,,,,,,
1991,NM_South,JA,5.0,2.12,27.72,32.16,0,5,57,3.5787456,,,,,,,,,,,,
1992,NM_South,JA,5.0,2.56,25.36,34.08,2,18,42,1.44789485,,,,,,,,,,,,
1993,NM_South,JA,5.0,2.16,25.8,34.04,0,17,45,2.50768055,,,,,,,,,,,,
1994,NM_South,JA,5.0,2.12,23.880000000000003,36.0,5,26,31,1.4341867,,,,,,,,,,,,
1995,NM_South,JA,5.0,4.2,23.52,34.28,13,16,33,1.1487397,,,,,,,,,,,,
1996,NM_South,JA,5.0,3.48,25.68,32.84,0,17,45,2.3393296,,,,,,,,,,,,
1997,NM_South,JA,5.0,1.92,20.12,39.96,2,23,37,1.87850855,,,,,,,,,,,,
1998,NM_South,JA,5.0,1.7599999999999998,20.52,39.72,0,16,46,1.8303503,,,,,,,,,,,,
1999,NM_South,JA,5.0,0.92,21.32,39.76,0,14,48,2.22108725,,,,,,,,,,,,
2000,NM_South,JA,5.0,1.6,26.32,34.08,1,35,26,1.07278135,,,,,,,,,,,,
2001,NM_South,JA,5.0,2.32,24.76,34.92,0,27,35,1.24951365,,,,,,,,,,,,
2002,NM_South,JA,5.0,3.4800000000000004,26.12,32.400000000000006,3,27,32,1.90452515,,,,,,,,,,,,
2003,NM_South,JA,5.0,3.32,25.12,33.56,5,40,17,1.015264715,,,,,,,,,,,,
2004,NM_South,JA,5.0,1.28,24.24,36.48,10,20,32,2.17893805,,,,,,,,,,,,
2005,NM_South,JA,5.0,1.44,18.52,42.040000000000006,6,30,26,1.89486147,,,,,,,,,,,,
2006,NM_South,JA,5.0,2.76,25.92,33.32,0,17,45,3.34972185,,,,,,,,,,,,
2007,NM_South,JA,5.0,2.12,23.56,36.32,0,24,38,1.67364525,,,,,,,,,,,,
2008,NM_South,JA,5.0,5.5200000000000005,22.92,33.56,0,7,55,3.3050841,,,,,,,,,,,,
2009,NM_South,JA,5.0,1.76,29.52,30.72,4,35,23,2.1059996,,,,,,,,,,,,
2010,NM_South,JA,5.0,2.2,14.76,45.040000000000006,0,13,49,3.03632485,,,,,,,,,,,,
2011,NM_South,JA,5.0,3.24,23.8,34.96,1,28,33,1.2224845,,,,,,,,,,,,
2012,NM_South,JA,5.0,3.68,24.92,33.4,2,35,25,1.41642685,,,,,,,,,,,,
2013,NM_South,JA,5.0,2.96,25.28,33.760000000000005,0,18,44,2.3306075,,,,,,,,,,,,
2014,NM_South,JA,5.0,2.08,24.96,34.96,0,23,39,2.709795,,,,,,,,,,,,
2015,NM_South,JA,5.0,3.64,23.48,34.879999999999995,0,22,40,2.56883755,,,,,,,,,,,,
2016,NM_South,JA,5.0,2.04,22.64,37.32,8,19,35,2.2347308,,,,,,,,,,,,
2017,NM_South,JA,5.0,1.84,21.16,39.0,0,19,43,2.7901755,,,,,,,,,,,,
2018,NM_South,JA,5.0,1.56,22.12,38.32,1,21,40,2.06598385,,,,,,,,,,,,
2019,NM_South,JA,5.0,1.59,24.1,36.32,3,34,25,1.60447375,,,,,,,,,,,,
2020,NM_South,JA,5.0,2.47,22.75,36.78,7,40,15,1.2594565,,,,,,,,,,,,
2021,NM_South,JA,5.0,2.47,25.16,34.379999999999995,0,11,51,2.89067005,,,,,,,,,,,,
2022,NM_South,JA,5.0,1.84,21.49,38.66,0,18,44,2.5176537,,,,,,,,,,,,
2023,NM_South,JA,5.0,3.61,25.8,32.59,3,40,19,1.10470122,,,,,,,,,,,,
1981,NM_South,JA,6.0,1.8,24.8,35.4,0,10,52,2.53349735,,,,,,,,,,,,
1982,NM_South,JA,6.0,4.68,26.8,30.52,2,9,51,1.8498821,,,,,,,,,,,,
1983,NM_South,JA,6.0,3.44,26.12,32.44,4,15,43,0.8423974000000001,,,,,,,,,,,,
1984,NM_South,JA,6.0,1.52,23.48,37.0,0,7,55,2.49009865,,,,,,,,,,,,
1985,NM_South,JA,6.0,1.96,25.68,34.36,4,21,37,1.4948656,,,,,,,,,,,,
1986,NM_South,JA,6.0,1.52,23.04,37.44,0,13,49,2.1014269,,,,,,,,,,,,
1987,NM_South,JA,6.0,1.32,23.72,36.96,5,17,40,1.7837947500000002,,,,,,,,,,,,
1988,NM_South,JA,6.0,1.96,21.8,38.24,0,5,57,2.7219926,,,,,,,,,,,,
1989,NM_South,JA,6.0,3.72,23.04,35.24,3,16,43,2.340626,,,,,,,,,,,,
1990,NM_South,JA,6.0,2.68,23.6,35.72,0,16,46,2.5676554,,,,,,,,,,,,
1991,NM_South,JA,6.0,2.3200000000000003,24.92,34.76,0,5,57,3.5787456,,,,,,,,,,,,
1992,NM_South,JA,6.0,1.44,24.56,36.0,2,18,42,1.44789485,,,,,,,,,,,,
1993,NM_South,JA,6.0,1.88,22.16,37.96,0,17,45,2.50768055,,,,,,,,,,,,
1994,NM_South,JA,6.0,2.36,28.200000000000003,31.44,5,26,31,1.4341867,,,,,,,,,,,,
1995,NM_South,JA,6.0,2.08,23.04,36.88,13,16,33,1.1487397,,,,,,,,,,,,
1996,NM_South,JA,6.0,0.92,20.12,40.96,0,17,45,2.3393296,,,,,,,,,,,,
1997,NM_South,JA,6.0,2.12,21.04,38.84,2,23,37,1.87850855,,,,,,,,,,,,
1998,NM_South,JA,6.0,1.48,19.0,41.52,0,16,46,1.8303503,,,,,,,,,,,,
1999,NM_South,JA,6.0,1.16,19.0,41.84,0,14,48,2.22108725,,,,,,,,,,,,
2000,NM_South,JA,6.0,1.7200000000000002,20.24,40.040000000000006,1,35,26,1.07278135,,,,,,,,,,,,
2001,NM_South,JA,6.0,1.92,21.2,38.88,0,27,35,1.24951365,,,,,,,,,,,,
2002,NM_South,JA,6.0,3.04,23.28,35.68,3,27,32,1.90452515,,,,,,,,,,,,
2003,NM_South,JA,6.0,4.0,25.2,32.8,5,40,17,1.015264715,,,,,,,,,,,,
2004,NM_South,JA,6.0,2.8,23.64,35.56,10,20,32,2.17893805,,,,,,,,,,,,
2005,NM_South,JA,6.0,2.28,21.36,38.36,6,30,26,1.89486147,,,,,,,,,,,,
2006,NM_South,JA,6.0,1.88,23.6,36.52,0,17,45,3.34972185,,,,,,,,,,,,
2007,NM_South,JA,6.0,3.08,25.84,33.08,0,24,38,1.67364525,,,,,,,,,,,,
2008,NM_South,JA,6.0,3.2,25.12,33.68,0,7,55,3.3050841,,,,,,,,,,,,
2009,NM_South,JA,6.0,1.72,24.880000000000003,35.4,4,35,23,2.1059996,,,,,,,,,,,,
2010,NM_South,JA,6.0,2.2,16.52,43.28,0,13,49,3.03632485,,,,,,,,,,,,
2011,NM_South,JA,6.0,3.16,23.52,35.32,1,28,33,1.2224845,,,,,,,,,,,,
2012,NM_South,JA,6.0,2.44,25.04,34.52,2,35,25,1.41642685,,,,,,,,,,,,
2013,NM_South,JA,6.0,2.68,26.32,33.0,0,18,44,2.3306075,,,,,,,,,,,,
2014,NM_South,JA,6.0,2.8,22.84,36.36,0,23,39,2.709795,,,,,,,,,,,,
2015,NM_South,JA,6.0,0.4,19.52,42.08,0,22,40,2.56883755,,,,,,,,,,,,
2016,NM_South,JA,6.0,1.3199999999999998,23.2,37.48,8,19,35,2.2347308,,,,,,,,,,,,
2017,NM_South,JA,6.0,3.08,22.68,36.24,0,19,43,2.7901755,,,,,,,,,,,,
2018,NM_South,JA,6.0,1.82,24.72,35.45,1,21,40,2.06598385,,,,,,,,,,,,
2019,NM_South,JA,6.0,2.61,23.3,36.1,3,34,25,1.60447375,,,,,,,,,,,,
2020,NM_South,JA,6.0,2.28,20.65,39.07,7,40,15,1.2594565,,,,,,,,,,,,
2021,NM_South,JA,6.0,1.98,24.37,35.650000000000006,0,11,51,2.89067005,,,,,,,,,,,,
2022,NM_South,JA,6.0,1.27,21.25,39.47,0,18,44,2.5176537,,,,,,,,,,,,
2023,NM_South,JA,6.0,3.39,24.27,34.33,3,40,19,1.10470122,,,,,,,,,,,,
1981,NM_South,JA,7.0,1.44,23.520000000000003,36.04,0,10,52,2.53349735,,,,,,,,,,,,
1982,NM_South,JA,7.0,3.48,29.68,27.840000000000003,2,9,51,1.8498821,,,,,,,,,,,,
1983,NM_South,JA,7.0,7.52,26.84,26.64,4,15,43,0.8423974000000001,,,,,,,,,,,,
1984,NM_South,JA,7.0,1.4,25.96,33.64,0,7,55,2.49009865,,,,,,,,,,,,
1985,NM_South,JA,7.0,7.04,27.72,26.24,4,21,37,1.4948656,,,,,,,,,,,,
1986,NM_South,JA,7.0,0.8400000000000001,24.880000000000003,35.28,0,13,49,2.1014269,,,,,,,,,,,,
1987,NM_South,JA,7.0,8.36,25.24,27.4,5,17,40,1.7837947500000002,,,,,,,,,,,,
1988,NM_South,JA,7.0,1.16,18.92,40.92,0,5,57,2.7219926,,,,,,,,,,,,
1989,NM_South,JA,7.0,4.760000000000001,28.16,28.08,3,16,43,2.340626,,,,,,,,,,,,
1990,NM_South,JA,7.0,0.92,20.84,39.24,0,16,46,2.5676554,,,,,,,,,,,,
1991,NM_South,JA,7.0,1.88,26.24,32.879999999999995,0,5,57,3.5787456,,,,,,,,,,,,
1992,NM_South,JA,7.0,8.76,29.0,23.24,2,18,42,1.44789485,,,,,,,,,,,,
1993,NM_South,JA,7.0,2.64,33.52,24.84,0,17,45,2.50768055,,,,,,,,,,,,
1994,NM_South,JA,7.0,6.12,27.36,27.520000000000003,5,26,31,1.4341867,,,,,,,,,,,,
1995,NM_South,JA,7.0,6.56,28.08,26.36,13,16,33,1.1487397,,,,,,,,,,,,
1996,NM_South,JA,7.0,0.6000000000000001,20.56,39.84,0,17,45,2.3393296,,,,,,,,,,,,
1997,NM_South,JA,7.0,5.92,24.200000000000003,30.88,2,23,37,1.87850855,,,,,,,,,,,,
1998,NM_South,JA,7.0,2.12,26.72,32.160000000000004,0,16,46,1.8303503,,,,,,,,,,,,
1999,NM_South,JA,7.0,1.52,23.96,35.52,0,14,48,2.22108725,,,,,,,,,,,,
2000,NM_South,JA,7.0,6.640000000000001,29.08,25.28,1,35,26,1.07278135,,,,,,,,,,,,
2001,NM_South,JA,7.0,2.44,29.8,28.76,0,27,35,1.24951365,,,,,,,,,,,,
2002,NM_South,JA,7.0,1.64,26.6,32.760000000000005,3,27,32,1.90452515,,,,,,,,,,,,
2003,NM_South,JA,7.0,5.36,30.96,24.68,5,40,17,1.015264715,,,,,,,,,,,,
2004,NM_South,JA,7.0,10.64,28.24,22.12,10,20,32,2.17893805,,,,,,,,,,,,
2005,NM_South,JA,7.0,6.6,19.92,34.480000000000004,6,30,26,1.89486147,,,,,,,,,,,,
2006,NM_South,JA,7.0,3.44,25.88,31.68,0,17,45,3.34972185,,,,,,,,,,,,
2007,NM_South,JA,7.0,1.16,25.64,34.2,0,24,38,1.67364525,,,,,,,,,,,,
2008,NM_South,JA,7.0,1.92,23.04,36.04,0,7,55,3.3050841,,,,,,,,,,,,
2009,NM_South,JA,7.0,3.3600000000000003,29.12,28.52,4,35,23,2.1059996,,,,,,,,,,,,
2010,NM_South,JA,7.0,0.48,15.8,44.72,0,13,49,3.03632485,,,,,,,,,,,,
2011,NM_South,JA,7.0,3.3200000000000003,28.200000000000003,29.48,1,28,33,1.2224845,,,,,,,,,,,,
2012,NM_South,JA,7.0,2.8,27.16,31.04,2,35,25,1.41642685,,,,,,,,,,,,
2013,NM_South,JA,7.0,1.72,26.76,32.52,0,18,44,2.3306075,,,,,,,,,,,,
2014,NM_South,JA,7.0,2.16,26.88,31.96,0,23,39,2.709795,,,,,,,,,,,,
2015,NM_South,JA,7.0,0.36,19.92,40.72,0,22,40,2.56883755,,,,,,,,,,,,
2016,NM_South,JA,7.0,7.4,29.68,23.92,8,19,35,2.2347308,,,,,,,,,,,,
2017,NM_South,JA,7.0,3.68,27.76,29.56,0,19,43,2.7901755,,,,,,,,,,,,
2018,NM_South,JA,7.0,3.61,26.94,30.45,1,21,40,2.06598385,,,,,,,,,,,,
2019,NM_South,JA,7.0,2.79,28.3,29.93,3,34,25,1.60447375,,,,,,,,,,,,
2020,NM_South,JA,7.0,7.51,28.2,25.29,7,40,15,1.2594565,,,,,,,,,,,,
2021,NM_South,JA,7.0,0.92,19.53,40.55,0,11,51,2.89067005,,,,,,,,,,,,
2022,NM_South,JA,7.0,1.67,27.25,32.08,0,18,44,2.5176537,,,,,,,,,,,,
2023,NM_South,JA,7.0,6.3100000000000005,31.630000000000003,23.06,3,40,19,1.10470122,,,,,,,,,,,,
1981,NM_South,JAS,4.0,8.08,37.8,46.120000000000005,4,23,65,2.2996788,,,,,,,,,,,,
1982,NM_South,JAS,4.0,9.44,42.84,39.72,3,21,68,1.848101166666667,,,,,,,,,,,,
1983,NM_South,JAS,4.0,15.08,41.48,35.44,7,27,58,1.022476733333333,,,,,,,,,,,,
1984,NM_South,JAS,4.0,8.72,43.28,40.0,9,23,60,1.9820764233333328,,,,,,,,,,,,
1985,NM_South,JAS,4.0,8.08,42.8,41.120000000000005,10,33,49,1.7852987333333334,,,,,,,,,,,,
1986,NM_South,JAS,4.0,8.8,40.64,42.56,6,24,62,1.998705,,,,,,,,,,,,
1987,NM_South,JAS,4.0,11.4,38.64,41.96,8,42,42,1.4911054333333336,,,,,,,,,,,,
1988,NM_South,JAS,4.0,8.56,39.04,44.4,15,11,66,2.5313046,,,,,,,,,,,,
1989,NM_South,JAS,4.0,7.2,41.96,42.84,13,26,53,1.8716774,,,,,,,,,,,,
1990,NM_South,JAS,4.0,8.92,40.68,42.4,0,31,61,2.4430436666666666,,,,,,,,,,,,
1991,NM_South,JAS,4.0,9.2,41.36,41.44,4,19,69,3.4220836,,,,,,,,,,,,
1992,NM_South,JAS,4.0,13.52,41.52,36.96,15,30,47,1.2079359533333334,,,,,,,,,,,,
1993,NM_South,JAS,4.0,9.56,41.8,40.64,9,33,50,1.9023024,,,,,,,,,,,,
1994,NM_South,JAS,4.0,5.359999999999999,40.72,45.92,19,31,42,1.296947,,,,,,,,,,,,
1995,NM_South,JAS,4.0,9.76,43.04,39.2,16,34,42,1.5896283666666668,,,,,,,,,,,,
1996,NM_South,JAS,4.0,12.4,38.04,41.56,9,29,54,2.2503009666666665,,,,,,,,,,,,
1997,NM_South,JAS,4.0,8.92,39.08,44.0,2,37,53,2.0549615,,,,,,,,,,,,
1998,NM_South,JAS,4.0,9.12,35.879999999999995,47.0,2,42,48,1.4267282233333332,,,,,,,,,,,,
1999,NM_South,JAS,4.0,6.84,39.96,45.2,3,36,53,1.8658613333333331,,,,,,,,,,,,
2000,NM_South,JAS,4.0,6.84,40.92,44.24,23,43,26,0.7525389933333333,,,,,,,,,,,,
2001,NM_South,JAS,4.0,7.640000000000001,37.2,47.16,8,43,41,1.1424769133333337,,,,,,,,,,,,
2002,NM_South,JAS,4.0,10.48,38.4,43.12,11,44,37,2.004392633333333,,,,,,,,,,,,
2003,NM_South,JAS,4.0,7.56,36.48,47.96,13,60,19,0.8495842766666666,,,,,,,,,,,,
2004,NM_South,JAS,4.0,6.68,34.2,51.120000000000005,20,37,35,2.1717682000000003,,,,,,,,,,,,
2005,NM_South,JAS,4.0,7.76,42.72,41.52,12,47,33,1.8183823466666664,,,,,,,,,,,,
2006,NM_South,JAS,4.0,10.64,41.36,40.0,14,21,57,3.181156233333333,,,,,,,,,,,,
2007,NM_South,JAS,4.0,7.52,35.44,49.040000000000006,2,40,50,1.7453256666666668,,,,,,,,,,,,
2008,NM_South,JAS,4.0,9.72,40.28,42.0,6,24,62,2.736321866666666,,,,,,,,,,,,
2009,NM_South,JAS,4.0,7.56,43.04,41.4,11,50,31,1.9616529666666669,,,,,,,,,,,,
2010,NM_South,JAS,4.0,8.52,33.0,50.48,5,31,56,2.5380225,,,,,,,,,,,,
2011,NM_South,JAS,4.0,11.2,38.56,42.24,16,40,36,1.2296088666666665,,,,,,,,,,,,
