year,region,season,lead_month,sumDry_for,normal_for,sumMonsoon_for,sumDry_obs,normal_obs,sumMonsoon_obs,avgPCP_mmDay,antecedent_3m_for,antecedent_2m_for,antecedent_1m_for,antecedent_3m_obs,antecedent_2m_obs,antecedent_1m_obs,sumq_for,sumq_obs,sumtclw_for,sumtclw_obs,sumtcwv_for,sumtcwv_obs,sumtprate_for,sumtprate_obs,phase_soi,soi,dsst3.4,phase_nino,mei,phase_mei,ant_soi_obs,ant_soi_for,ant_mei_obs,ant_mei_for,ant_dsst3.4_obs,ant_dsst3.4_for
2006,NM_South,AS,5.0,6.36,28.200000000000003,26.44,14,4,43,3.71709935,1.2386797e-08,1.4490415e-08,1.6886318e-08,2.194922610200617e-09,2.6952738306429396e-09,3.81009548949537e-09,0.0191586659999999,0.0201116478064115,0.106844712,0.1090587436109878,50.087562000000005,48.5713277463402,4.4358578e-08,8.177541549338541e-08,,,,,,,-1.0,1.8,0.59,-0.62,0.31,-0.71
2007,NM_South,AS,5.0,7.68,24.12,29.200000000000003,2,27,32,1.71208785,1.4296283833333333e-08,1.61915805e-08,2.05618e-08,1.08976727283723e-08,9.400588514321761e-09,1.51718587765625e-08,0.019419525,0.0197101819918371,0.10885494,0.0602779983676419,50.144114,48.57452383440922,4.5356541e-08,2.920120541267014e-08,,,,,,,0.4,0.2,-0.9,-0.19,-0.72,-0.18
2008,NM_South,AS,5.0,7.4,23.96,29.64,6,21,34,2.1202306,1.2676033499999998e-08,1.4931289e-08,1.6617756e-08,3.642690028689815e-09,4.483476351462384e-09,4.969365392912037e-09,0.019881795,0.0194456400345677,0.11343365,0.0825139769554354,50.621254,46.10721233272366,5.5809801e-08,4.9561543071811355e-08,,,,,,,1.0,1.4,-1.01,-1.52,-0.13,-1.21
2009,NM_South,AS,5.0,7.439999999999999,28.72,24.84,11,34,16,1.3582817,1.3487308833333332e-08,1.551833275e-08,1.7255317e-08,2.7874893515907403e-09,3.877901300925347e-09,5.718299662197916e-09,0.0185503585,0.0166279819355904,0.10440228,0.0406242080601625,48.994074,42.10786362488463,4.3439328e-08,2.4084291360268523e-08,,,,,,,-0.2,0.4,0.56,-0.95,0.56,-0.7
2010,NM_South,AS,5.0,6.84,18.96,35.2,5,26,30,1.86483165,1.3473636e-08,1.47134755e-08,2.207484e-08,1.3701728544260033e-08,1.3116019859972222e-08,1.1805270109523149e-08,0.0205541,0.0194068987184867,0.11975304,0.0567604343002989,52.399025,48.00369489554792,5.5225014e-08,2.8605099645997683e-08,,,,,,,1.8,-0.7,-2.38,1.33,-1.38,0.9
2011,NM_South,AS,5.0,7.399999999999999,25.12,28.48,15,23,23,1.2678847,1.06719e-08,1.2854496e-08,1.846593e-08,2.19006362413711e-09,2.9396674387470846e-09,5.415856474525036e-10,0.019254155,0.01578197817251,0.111629031,0.0417992199128116,50.571558,44.344090349446205,4.1181094e-08,2.1741360973783565e-08,,,,,,,0.4,2.5,-0.81,-1.75,-0.64,-0.92
2012,NM_South,AS,5.0,8.36,26.4,26.24,16,32,13,1.2594158,1.2924488e-08,1.4397824e-08,1.8410656e-08,3.637888432225309e-09,4.14206562594618e-09,3.445614145108796e-09,0.018681935,0.0152870807138921,0.10754139,0.0473109179678612,49.545046,41.70039283501798,4.1679112e-08,2.0549206830038198e-08,,,,,,,-0.2,0.7,-0.02,-0.58,0.47,-0.61
2013,NM_South,AS,5.0,6.0,23.520000000000003,31.48,5,19,37,3.0695996,1.2499437166666666e-08,1.5505436e-08,1.9307997e-08,3.090735993652724e-09,2.515271352818206e-09,7.65175525854005e-10,0.0197610375,0.0185087611102213,0.11459362,0.086133194422468,51.83054,46.6539945137323,4.8820750000000004e-08,4.818442224991088e-08,,,,,,,0.2,1.5,-0.45,-0.12,-0.38,-0.25
2014,NM_South,AS,5.0,6.279999999999999,29.88,24.840000000000003,1,18,42,3.3524373,1.4058681833333334e-08,1.652330225e-08,1.9190331e-08,2.619988241453488e-09,3.798014978868055e-09,4.53722171109375e-09,0.0188496685,0.0207092466596135,0.106799014,0.1386322057926924,50.247987,53.53492861487048,4.2329621e-08,7.340898755626853e-08,,,,,,,-0.7,-0.9,0.23,-0.05,-0.03,-0.28
2015,NM_South,AS,5.0,6.08,25.16,29.76,1,37,23,1.38614875,1.4878698666666666e-08,1.5430879e-08,2.003162e-08,9.951050419780863e-09,7.745931590792246e-09,8.324935256909723e-09,0.0192083225,0.0180824726080211,0.10503811,0.0444998553102286,51.320852,47.93214818120276,4.0942988e-08,1.7422678856364583e-08,,,,,,,-1.4,-0.7,1.95,0.15,1.93,0.47
2016,NM_South,AS,5.0,5.24,25.52,30.24,5,20,36,3.0240891,1.4167271666666664e-08,1.3990764e-08,1.5956505e-08,2.558619630064819e-09,1.6204240276192191e-09,6.078132449051052e-10,0.0194565405,0.0199655602185874,0.109415287,0.0797128534366801,51.389593000000005,49.42940129553834,4.3156774e-08,5.250511300330324e-08,,,,,,,0.7,-0.1,-0.27,1.32,-0.57,1.61
2017,NM_South,AS,5.0,6.720000000000001,26.68,27.6,3,31,27,2.86681585,1.3757298e-08,1.5731962e-08,1.9405537e-08,8.146147525600308e-09,4.430276193023148e-09,3.677697684188657e-09,0.0189172599999999,0.0190225721405614,0.10845592,0.100039146444331,50.061842,45.55574255588046,4.070753900000001e-08,6.840581968943981e-08,,,,,,,0.5,0.9,-0.73,-0.58,-0.16,0.03
2018,NM_South,AS,5.0,5.66,24.71,30.630000000000003,3,26,32,2.05599385,1.4165688666666669e-08,1.66455865e-08,1.964336e-08,3.699658770808256e-09,4.954501486723958e-09,2.521297260731481e-09,0.019441065,0.0193100404273399,0.113720814,0.0525709844448526,50.90746,46.96412159269667,4.8939686e-08,3.030549608007176e-08,,,,,,,-0.3,1.5,0.46,-0.8,0.09,-0.8
2019,NM_South,AS,5.0,5.19,26.86,28.950000000000003,1,39,21,1.3514391,1.5998887e-08,1.66387015e-08,2.0757517e-08,6.1351203210354945e-09,7.47387619588426e-09,1.1951670977028936e-08,0.019291487,0.0185291609626194,0.108659257,0.049616935278958,51.077072,48.27599398929533,4.1272499e-08,2.200879650595949e-08,,,,,,,-0.1,-0.3,0.32,0.76,0.04,0.8
2020,NM_South,AS,5.0,6.67,24.2,30.14,15,44,2,0.736538,1.3991492666666669e-08,1.5596304500000002e-08,1.990236e-08,1.0954144093964892e-08,1.3533184856404517e-08,1.7856831174153936e-08,0.019585931,0.0137344975172365,0.112961504,0.0426849000054542,51.438986,37.28824652386392,4.4819007e-08,1.1707306063724535e-08,,,,,,,1.1,-0.1,-0.96,0.13,-0.59,0.48
2021,NM_South,AS,5.0,6.65,26.36,28.0,8,27,26,1.8717066,1.3169322666666668e-08,1.5885021e-08,2.0979234e-08,4.882707098151235e-09,4.960412615439814e-09,4.8906842524374995e-09,0.0191216349999999,0.0188339525208009,0.109549258,0.0508171034348344,50.725841,46.69217254669016,4.0625781e-08,4.2693155842064825e-08,,,,,,,0.6,0.4,-1.29,-0.79,-0.53,-0.8
2022,NM_South,AS,5.0,6.22,23.71,31.08,3,23,35,2.2852193,1.2578839999999998e-08,1.4164018e-08,1.8998707e-08,,,,0.0196721435,0.0190093836499887,0.114565644,0.0662597148729083,51.470865,48.319643420638,5.1277822e-08,4.344013886497916e-08,,,,,,,1.0,1.8,-1.75,-1.31,-0.97,-0.97
2023,NM_South,AS,5.0,7.0,25.92,28.08,16,28,17,1.2701886999999998,1.3586542666666669e-08,1.4470395e-08,1.7307256e-08,,,,0.019333457,0.0161522480959147,0.106060606,0.0371487996508162,51.257639,43.44159878582212,3.9188677e-08,2.3362904098587966e-08,,,,,,,-0.8,0.2,0.51,-0.76,1.35,-0.11
1981,NM_South,AS,6.0,7.4,26.8,26.8,4,19,38,2.3901838,1.2295910666666669e-08,1.51771915e-08,2.1553742e-08,,,,0.01893133,0.0204204961306906,0.103754234,0.0797295100625226,48.682413,49.44385217945043,4.2526557e-08,7.5645288067478e-08,,,,,,,0.7,-1.3,-0.34,0.33,-0.32,-0.51
1982,NM_South,AS,6.0,6.84,29.48,24.68,1,12,48,1.8248452,1.2310584666666666e-08,1.33602565e-08,1.6768693e-08,,,,0.018583717,0.0202560010667175,0.10364094,0.0714948992298138,48.721565,51.06682570090116,4.3527813e-08,5.443569911968519e-08,,,,,,,-1.7,0.6,1.91,-0.27,0.93,0.25
1983,NM_South,AS,6.0,7.76,27.0,26.24,3,17,41,1.0882806,1.4086674166666664e-08,1.46785905e-08,1.7066014e-08,,,,0.018673887,0.0193409142576903,0.10342365,0.0671584186647694,47.948885,51.58013266425351,4.5027644000000004e-08,3.606781356484259e-08,,,,,,,0.1,-2.4,-0.17,2.61,-0.04,1.49
1984,NM_South,AS,6.0,6.36,27.24,27.4,9,16,36,2.380817135,1.5012421166666667e-08,1.77385585e-08,2.2292708e-08,,,,0.018928451,0.0193554329994735,0.112173544,0.1191008382578667,48.560877000000005,47.71044620548142,4.7537249e-08,9.10387854760706e-08,,,,,,,0.4,-0.2,-0.2,-0.16,-0.04,-0.39
1985,NM_South,AS,6.0,8.280000000000001,30.0,22.72,6,22,33,1.9456598,1.6162872666666664e-08,1.82335585e-08,2.2035325e-08,1.151836037336034e-08,1.1399783896523148e-08,1.538345422873611e-08,0.0183344589999999,0.0194282527510764,0.106322633,0.0639157917425072,47.644644,47.89013484256208,4.0810949e-08,5.863977420754514e-08,,,,,,,1.0,0.8,-0.49,-0.6,-0.35,-0.67
1986,NM_South,AS,6.0,5.28,27.36,28.36,6,14,41,2.2645851,1.5461085e-08,1.7906522e-08,2.099101e-08,6.4384434825628865e-09,8.045734856903357e-09,6.4053105539699084e-09,0.0190938,0.0202414803245566,0.113348618,0.0707351377448784,49.348003,48.45462487341982,4.8639177e-08,5.451007604022223e-08,,,,,,,-0.4,0.5,0.97,-0.4,0.51,-0.26
1987,NM_South,AS,6.0,5.880000000000001,27.44,27.68,4,31,26,1.9827388,1.6155644333333334e-08,1.71877445e-08,2.2537652e-08,1.3437258141376545e-08,1.4329465545013311e-08,7.458639257302083e-09,0.019206549,0.0186866347006543,0.106352311,0.0640927769603079,48.884227,45.66782632056775,4.9758984e-08,5.13203621178507e-08,,,,,,,-0.9,-1.3,1.46,1.57,1.76,1.13
1988,NM_South,AS,6.0,8.08,26.08,26.840000000000003,15,6,40,2.3251207000000003,1.52469485e-08,1.685456725e-08,2.1402878e-08,5.989924635112268e-09,7.431293113293403e-09,3.595458388565972e-09,0.018886862,0.0198175002582917,0.105340267,0.0817514736390856,48.832684,48.9078453810745,3.9300324e-08,6.28154988334109e-08,,,,,,,1.5,0.6,-1.81,0.17,-0.99,0.25
1989,NM_South,AS,6.0,8.52,25.4,27.08,10,17,34,2.021243,1.3744387e-08,1.6655395499999998e-08,2.3860787e-08,8.050938180562499e-09,8.394434061515624e-09,6.320775674379629e-09,0.018930724,0.0189983995757077,0.104401246,0.0690193681915206,48.376976,47.14605510115915,4.3527299e-08,4.7910903420223385e-08,,,,,,,-0.3,1.1,-0.66,-1.24,-0.33,-1.05
1990,NM_South,AS,6.0,5.24,26.6,29.16,0,29,32,2.3889577,1.45305e-08,1.57957525e-08,1.6847771e-08,7.643357247192901e-09,8.20467535182986e-09,8.744740174903936e-09,0.019312092,0.0196636872115579,0.109638825,0.080031934067533,50.272177,48.54437407029143,4.8142848e-08,6.289555732426506e-08,,,,,,,-0.2,-0.4,0.02,0.61,0.42,0.2
1991,NM_South,AS,6.0,5.800000000000001,26.64,28.56,4,15,42,2.9794141,1.3919482833333334e-08,1.510824275e-08,2.0174989e-08,6.799251892601467e-09,4.956797070691551e-09,4.570565068216435e-09,0.0190227634999999,0.0209222288801149,0.110403782,0.1090930165036679,49.723641,51.0784685931526,4.1985386e-08,8.076553071663196e-08,,,,,,,-0.4,-0.7,0.37,0.2,0.69,0.05
1992,NM_South,AS,6.0,8.239999999999998,28.24,24.52,13,21,27,1.20115288,1.739925e-08,1.72877765e-08,1.8939106e-08,1.0117231569136958e-08,9.660678177801504e-09,6.534896268916667e-09,0.018508587,0.0171542893257982,0.102754403,0.0411964282763517,47.051981,42.55436473786088,4.4207994e-08,2.3304424097024303e-08,,,,,,,0.4,-2.0,-0.02,1.71,0.07,1.38
1993,NM_South,AS,6.0,6.96,26.76,27.28,9,19,33,1.7632583,1.5256816666666664e-08,1.6607931e-08,1.9593342e-08,1.0388301775925926e-08,8.342324305460648e-09,8.495784093665512e-09,0.0187453665,0.0181600092503824,0.10718918,0.0561160353721252,48.175042000000005,45.86378456786646,4.3957112e-08,3.622087162585185e-08,,,,,,,-0.9,-0.5,0.6,0.77,0.15,0.4
1994,NM_South,AS,6.0,6.16,29.6,25.24,14,17,30,1.28638045,1.647660533333333e-08,1.7402896999999997e-08,1.9089297e-08,6.5805210002638895e-09,8.302553313229745e-09,1.3617117145203705e-08,0.0187699029999999,0.0171916143744249,0.1065366339999999,0.0586242627500354,48.621734,45.4664651624857,4.6140888e-08,2.9209584294149308e-08,,,,,,,-1.2,-0.7,0.87,-0.23,0.54,0.11
1995,NM_South,AS,6.0,8.719999999999999,24.36,27.92,3,24,34,1.91958645,1.4184694333333332e-08,1.6500441e-08,2.147182e-08,6.833743041707947e-09,6.654151856010417e-09,7.666332216731482e-09,0.018892826,0.0192580706131312,0.104940226,0.0799539289637927,49.074285,48.89340210689591,4.4777462e-08,4.4370539046869214e-08,,,,,,,0.3,0.8,-0.7,0.17,-0.61,0.48
1996,NM_South,AS,6.0,6.239999999999999,24.8,29.96,9,24,28,2.3482325,1.2776413666666669e-08,1.4902734e-08,2.2110392e-08,2.9080648994656636e-09,2.4188855209971063e-09,1.5269076757569442e-09,0.0195697205,0.0184900775819415,0.112002756,0.0770738407003022,50.030231,45.51127888305352,5.1557155e-08,5.00773033996331e-08,,,,,,,0.7,1.1,-0.64,-0.66,-0.2,-0.56
1997,NM_South,AS,6.0,5.2,23.84,31.96,0,21,40,2.2142484,1.4583982e-08,1.6835661e-08,1.9611331e-08,1.0900733506995757e-08,1.1058602729403936e-08,3.3653260958576383e-09,0.019855961,0.0198495083028319,0.117363665,0.0793896600587054,51.269106,50.70166502928159,5.5928604000000004e-08,4.1665996795958346e-08,,,,,,,-1.4,-0.4,2.26,-0.3,1.91,-0.2
1998,NM_South,AS,6.0,4.68,23.0,33.32,2,35,24,1.122703835,1.3637325333333332e-08,1.47957115e-08,1.927708e-08,6.954835095975832e-09,9.92401035363426e-09,1.2998170318057872e-08,0.020162008,0.0180375181186172,0.11803738,0.0490881045449021,52.703108,44.450672276814686,4.9193558e-08,2.7747756423862268e-08,,,,,,,1.2,-2.4,-1.82,2.27,-1.25,1.38
1999,NM_South,AS,6.0,6.28,24.56,30.16,3,32,26,1.70281885,1.1683455333333336e-08,1.5378094e-08,2.1299348e-08,8.888405471515804e-09,8.322295335347782e-09,1.6600056341732638e-08,0.019399251,0.0184940983412393,0.106226546,0.0673866075842343,50.04024,46.136220636816816,4.3584691e-08,4.323147028236458e-08,,,,,,,0.4,1.3,-1.03,-1.15,-1.19,-0.9
2000,NM_South,AS,6.0,6.199999999999999,28.04,26.76,22,27,12,0.4865953899999999,1.3368728333333332e-08,1.5324851e-08,2.0745658e-08,6.725659296587868e-09,9.637521474532986e-09,1.7211944248179397e-08,0.01926365,0.0142074768367363,0.10962219,0.0239878717700361,50.049807,38.89972934773315,4.8012039e-08,1.13917780474375e-08,,,,,,,0.7,1.3,-0.08,-1.37,-0.47,-0.93
2001,NM_South,AS,6.0,5.4,24.6,31.0,8,28,25,1.20279047,1.5259253666666664e-08,1.6687185e-08,1.8646988e-08,1.3748405418258874e-08,1.2456125553811922e-08,1.7012113663837965e-08,0.019757514,0.0169550677039088,0.113607594,0.0368297190199631,51.000738,42.90940446392853,4.9250633e-08,2.4436950447223377e-08,,,,,,,-0.4,0.9,0.38,-0.78,-0.1,-0.39
2002,NM_South,AS,6.0,5.68,24.72,30.6,11,35,15,1.87208915,1.3409580666666669e-08,1.5038786999999998e-08,1.7615216e-08,7.0453193640142755e-09,6.91567625946875e-09,8.82669252253125e-09,0.019515285,0.0165047666670758,0.1090523569999999,0.0565601435154756,50.795095,41.8700746725492,5.0642316e-08,2.7859149635868056e-08,,,,,,,-1.0,-0.2,1.01,-0.2,0.81,0.09
2003,NM_South,AS,6.0,7.12,26.8,27.08,8,39,14,0.9720509,1.4440690166666668e-08,1.642216275e-08,2.0773971e-08,5.934390632973706e-09,8.733290949868055e-09,6.236872080379629e-09,0.018911167,0.0168873909235273,0.104320678,0.0457924917305562,49.504526,43.125376310326125,4.0232912e-08,1.9819555466075232e-08,,,,,,,0.1,-0.3,0.05,0.53,0.2,0.45
2004,NM_South,AS,6.0,7.28,28.12,25.6,13,26,22,2.20293095,1.5650779833333332e-08,1.786413425e-08,2.3600583e-08,1.1579728984748844e-08,1.5206120367272572e-08,1.4755210286523151e-08,0.018772415,0.0176603788979841,0.106120452,0.0634222620879118,49.055487,41.73786316276055,4.2114902000000005e-08,6.171350374997454e-08,,,,,,,-0.3,0.4,0.77,-0.43,0.7,0.21
2005,NM_South,AS,6.0,6.64,22.48,31.880000000000003,7,26,28,2.2982466,1.3142208333333334e-08,1.3880140000000001e-08,1.6905226e-08,1.5326963733277783e-08,1.6998483634032986e-08,1.2700260908719906e-08,0.0196629065,0.0186083379147441,0.111996076,0.0650875819432444,51.380493,46.97581014334909,4.413623700000001e-08,4.1564589374209495e-08,,,,,,,-0.3,0.3,0.01,0.83,-0.1,0.53
2006,NM_South,AS,6.0,7.04,24.72,29.24,14,4,43,3.71709935,1.2386797e-08,1.4490415e-08,1.6886318e-08,2.194922610200617e-09,2.6952738306429396e-09,3.81009548949537e-09,0.019278137,0.0201116478064115,0.10872105,0.1090587436109878,50.853272,48.5713277463402,4.0462608000000004e-08,8.177541549338541e-08,,,,,,,-1.0,1.8,0.59,-0.62,0.31,-0.71
2007,NM_South,AS,6.0,7.84,27.96,25.200000000000003,2,27,32,1.71208785,1.4296283833333333e-08,1.61915805e-08,2.05618e-08,1.08976727283723e-08,9.400588514321761e-09,1.51718587765625e-08,0.018719897,0.0197101819918371,0.103587341,0.0602779983676419,49.231491,48.57452383440922,4.1027046e-08,2.920120541267014e-08,,,,,,,0.4,0.2,-0.9,-0.19,-0.72,-0.18
2008,NM_South,AS,6.0,6.640000000000001,25.0,29.36,6,21,34,2.1202306,1.2676033499999998e-08,1.4931289e-08,1.6617756e-08,3.642690028689815e-09,4.483476351462384e-09,4.969365392912037e-09,0.01945215,0.0194456400345677,0.105262147,0.0825139769554354,49.980146000000005,46.10721233272366,4.4879812e-08,4.9561543071811355e-08,,,,,,,1.0,1.4,-1.01,-1.52,-0.13,-1.21
2009,NM_South,AS,6.0,5.5600000000000005,26.36,29.08,11,34,16,1.3582817,1.3487308833333332e-08,1.551833275e-08,1.7255317e-08,2.7874893515907403e-09,3.877901300925347e-09,5.718299662197916e-09,0.01942237,0.0166279819355904,0.1102022179999999,0.0406242080601625,51.179905,42.10786362488463,4.6358722e-08,2.4084291360268523e-08,,,,,,,-0.2,0.4,0.56,-0.95,0.56,-0.7
2010,NM_South,AS,6.0,7.72,19.72,33.56,5,26,30,1.86483165,1.3473636e-08,1.47134755e-08,2.207484e-08,1.3701728544260033e-08,1.3116019859972222e-08,1.1805270109523149e-08,0.019854559,0.0194068987184867,0.111279752,0.0567604343002989,51.828158,48.00369489554792,4.3124494e-08,2.8605099645997683e-08,,,,,,,1.8,-0.7,-2.38,1.33,-1.38,0.9
2011,NM_South,AS,6.0,8.64,24.24,28.12,15,23,23,1.2678847,1.06719e-08,1.2854496e-08,1.846593e-08,2.19006362413711e-09,2.9396674387470846e-09,5.415856474525036e-10,0.018929972,0.01578197817251,0.104679148,0.0417992199128116,50.392759,44.344090349446205,3.9525995e-08,2.1741360973783565e-08,,,,,,,0.4,2.5,-0.81,-1.75,-0.64,-0.92
2012,NM_South,AS,6.0,7.08,26.04,27.880000000000003,16,32,13,1.2594158,1.2924488e-08,1.4397824e-08,1.8410656e-08,3.637888432225309e-09,4.14206562594618e-09,3.445614145108796e-09,0.019130913,0.0152870807138921,0.110037498,0.0473109179678612,50.510898,41.70039283501798,4.3280302e-08,2.0549206830038198e-08,,,,,,,-0.2,0.7,-0.02,-0.58,0.47,-0.61
2013,NM_South,AS,6.0,6.72,26.48,27.8,5,19,37,3.0695996,1.2499437166666666e-08,1.5505436e-08,1.9307997e-08,3.090735993652724e-09,2.515271352818206e-09,7.65175525854005e-10,0.019084097,0.0185087611102213,0.111681595,0.086133194422468,50.122157,46.6539945137323,4.8036169e-08,4.818442224991088e-08,,,,,,,0.2,1.5,-0.45,-0.12,-0.38,-0.25
2014,NM_South,AS,6.0,4.5600000000000005,24.76,31.68,1,18,42,3.3524373,1.4058681833333334e-08,1.652330225e-08,1.9190331e-08,2.619988241453488e-09,3.798014978868055e-09,4.53722171109375e-09,0.01955943,0.0207092466596135,0.11369404,0.1386322057926924,51.813661,53.53492861487048,4.7476395e-08,7.340898755626853e-08,,,,,,,-0.7,-0.9,0.23,-0.05,-0.03,-0.28
2015,NM_South,AS,6.0,4.28,22.96,33.76,1,37,23,1.38614875,1.4878698666666666e-08,1.5430879e-08,2.003162e-08,9.951050419780863e-09,7.745931590792246e-09,8.324935256909723e-09,0.02002533,0.0180824726080211,0.11685528,0.0444998553102286,52.598732,47.93214818120276,5.4355821e-08,1.7422678856364583e-08,,,,,,,-1.4,-0.7,1.95,0.15,1.93,0.47
2016,NM_South,AS,6.0,5.0,25.72,30.28,5,20,36,3.0240891,1.4167271666666664e-08,1.3990764e-08,1.5956505e-08,2.558619630064819e-09,1.6204240276192191e-09,6.078132449051052e-10,0.019616071,0.0199655602185874,0.110522805,0.0797128534366801,51.535790000000006,49.42940129553834,4.5699835e-08,5.250511300330324e-08,,,,,,,0.7,-0.1,-0.27,1.32,-0.57,1.61
2017,NM_South,AS,6.0,6.68,27.0,27.32,3,31,27,2.86681585,1.3757298e-08,1.5731962e-08,1.9405537e-08,8.146147525600308e-09,4.430276193023148e-09,3.677697684188657e-09,0.019308879,0.0190225721405614,0.1063523,0.100039146444331,50.937841,45.55574255588046,4.050913e-08,6.840581968943981e-08,,,,,,,0.5,0.9,-0.73,-0.58,-0.16,0.03
2018,NM_South,AS,6.0,5.16,26.25,29.59,3,26,32,2.05599385,1.4165688666666669e-08,1.66455865e-08,1.964336e-08,3.699658770808256e-09,4.954501486723958e-09,2.521297260731481e-09,0.019179281,0.0193100404273399,0.114419993,0.0525709844448526,50.895767,46.96412159269667,4.5467033e-08,3.030549608007176e-08,,,,,,,-0.3,1.5,0.46,-0.8,0.09,-0.8
2019,NM_South,AS,6.0,4.26,26.95,29.81,1,39,21,1.3514391,1.5998887e-08,1.66387015e-08,2.0757517e-08,6.1351203210354945e-09,7.47387619588426e-09,1.1951670977028936e-08,0.019653364,0.0185291609626194,0.111929516,0.049616935278958,51.561652,48.27599398929533,4.4649216e-08,2.200879650595949e-08,,,,,,,-0.1,-0.3,0.32,0.76,0.04,0.8
2020,NM_South,AS,6.0,4.98,23.14,32.879999999999995,15,44,2,0.736538,1.3991492666666669e-08,1.5596304500000002e-08,1.990236e-08,1.0954144093964892e-08,1.3533184856404517e-08,1.7856831174153936e-08,0.0198403545,0.0137344975172365,0.11420379,0.0426849000054542,52.391219,37.28824652386392,4.3081198000000004e-08,1.1707306063724535e-08,,,,,,,1.1,-0.1,-0.96,0.13,-0.59,0.48
2021,NM_South,AS,6.0,6.220000000000001,26.49,28.29,8,27,26,1.8717066,1.3169322666666668e-08,1.5885021e-08,2.0979234e-08,4.882707098151235e-09,4.960412615439814e-09,4.8906842524374995e-09,0.019408921,0.0188339525208009,0.106044977,0.0508171034348344,51.047416,46.69217254669016,4.4578244e-08,4.2693155842064825e-08,,,,,,,0.6,0.4,-1.29,-0.79,-0.53,-0.8
2022,NM_South,AS,6.0,6.39,24.15,30.45,3,23,35,2.2852193,1.2578839999999998e-08,1.4164018e-08,1.8998707e-08,,,,0.019548939,0.0190093836499887,0.111695888,0.0662597148729083,51.457775,48.319643420638,4.5247278e-08,4.344013886497916e-08,,,,,,,1.0,1.8,-1.75,-1.31,-0.97,-0.97
2023,NM_South,AS,6.0,7.08,24.64,29.27,16,28,17,1.2701886999999998,1.3586542666666669e-08,1.4470395e-08,1.7307256e-08,,,,0.0194290515,0.0161522480959147,0.105863626,0.0371487996508162,51.654165,43.44159878582212,4.0897156e-08,2.3362904098587966e-08,,,,,,,-0.8,0.2,0.51,-0.76,1.35,-0.11
1981,NM_South,AS,7.0,10.76,28.76,22.48,4,19,38,2.3901838,1.2295910666666669e-08,1.51771915e-08,2.1553742e-08,,,,0.018509815,0.0204204961306906,0.097359964,0.0797295100625226,47.834238,49.44385217945043,3.8932313e-08,7.5645288067478e-08,,,,,,,0.7,-1.3,-0.34,0.33,-0.32,-0.51
1982,NM_South,AS,7.0,6.72,31.68,23.6,1,12,48,1.8248452,1.2310584666666666e-08,1.33602565e-08,1.6768693e-08,,,,0.0187776225,0.0202560010667175,0.10835228,0.0714948992298138,48.863585,51.06682570090116,4.662438600000001e-08,5.443569911968519e-08,,,,,,,-1.7,0.6,1.91,-0.27,0.93,0.25
1983,NM_South,AS,7.0,10.36,28.72,22.92,3,17,41,1.0882806,1.4086674166666664e-08,1.46785905e-08,1.7066014e-08,,,,0.018622412,0.0193409142576903,0.102349813,0.0671584186647694,47.761538,51.58013266425351,4.4646711e-08,3.606781356484259e-08,,,,,,,0.1,-2.4,-0.17,2.61,-0.04,1.49
1984,NM_South,AS,7.0,9.28,30.96,21.76,9,16,36,2.380817135,1.5012421166666667e-08,1.77385585e-08,2.2292708e-08,,,,0.018402472,0.0193554329994735,0.104742509,0.1191008382578667,47.167163,47.71044620548142,4.4924162e-08,9.10387854760706e-08,,,,,,,0.4,-0.2,-0.2,-0.16,-0.04,-0.39
1985,NM_South,AS,7.0,9.24,28.880000000000003,23.88,6,22,33,1.9456598,1.6162872666666664e-08,1.82335585e-08,2.2035325e-08,1.151836037336034e-08,1.1399783896523148e-08,1.538345422873611e-08,0.018723477,0.0194282527510764,0.105083998,0.0639157917425072,48.39242,47.89013484256208,4.369759300000001e-08,5.863977420754514e-08,,,,,,,1.0,0.8,-0.49,-0.6,-0.35,-0.67
1986,NM_South,AS,7.0,6.760000000000001,31.24,24.0,6,14,41,2.2645851,1.5461085e-08,1.7906522e-08,2.099101e-08,6.4384434825628865e-09,8.045734856903357e-09,6.4053105539699084e-09,0.018789222,0.0202414803245566,0.106441229,0.0707351377448784,48.109842,48.45462487341982,4.3464355e-08,5.451007604022223e-08,,,,,,,-0.4,0.5,0.97,-0.4,0.51,-0.26
1987,NM_South,AS,7.0,8.92,28.36,24.72,4,31,26,1.9827388,1.6155644333333334e-08,1.71877445e-08,2.2537652e-08,1.3437258141376545e-08,1.4329465545013311e-08,7.458639257302083e-09,0.019060254,0.0186866347006543,0.103516619,0.0640927769603079,49.027054,45.66782632056775,4.2729607e-08,5.13203621178507e-08,,,,,,,-0.9,-1.3,1.46,1.57,1.76,1.13
1988,NM_South,AS,7.0,10.36,26.32,25.32,15,6,40,2.3251207000000003,1.52469485e-08,1.685456725e-08,2.1402878e-08,5.989924635112268e-09,7.431293113293403e-09,3.595458388565972e-09,0.01889161,0.0198175002582917,0.1038566559999999,0.0817514736390856,49.209745,48.9078453810745,4.4911255e-08,6.28154988334109e-08,,,,,,,1.5,0.6,-1.81,0.17,-0.99,0.25
