time,tcwv,Month,Year,Region
1975-12-01,7.856219516540196,12,1975,AZ_West
1976-01-01,6.925850771926385,1,1976,AZ_West
1976-02-01,9.22474807252467,2,1976,AZ_West
1976-03-01,6.234594171545178,3,1976,AZ_West
1976-04-01,7.60543265553484,4,1976,AZ_West
1976-05-01,10.924493160137446,5,1976,AZ_West
1976-06-01,10.988199803589213,6,1976,AZ_West
1976-07-01,24.531815988599835,7,1976,AZ_West
1976-08-01,17.501571394477523,8,1976,AZ_West
1976-09-01,21.82524300716014,9,1976,AZ_West
1976-10-01,11.64458926488754,10,1976,AZ_West
1976-11-01,8.39224522928262,11,1976,AZ_West
1976-12-01,6.028869535092589,12,1976,AZ_West
1977-01-01,8.246301955397408,1,1977,AZ_West
1977-02-01,5.908237004591382,2,1977,AZ_West
1977-03-01,5.226794937024834,3,1977,AZ_West
1977-04-01,7.545182920468717,4,1977,AZ_West
1977-05-01,10.29002938643672,5,1977,AZ_West
1977-06-01,13.88589005417681,6,1977,AZ_West
1977-07-01,22.65120992507876,7,1977,AZ_West
1977-08-01,26.68582385343509,8,1977,AZ_West
1977-09-01,18.889734338506077,9,1977,AZ_West
1977-10-01,14.004806105918403,10,1977,AZ_West
1977-11-01,9.047703267998214,11,1977,AZ_West
1977-12-01,10.68757385078534,12,1977,AZ_West
1978-01-01,11.360052971898588,1,1978,AZ_West
1978-02-01,9.532375661943336,2,1978,AZ_West
1978-03-01,11.440094106244162,3,1978,AZ_West
1978-04-01,9.307362594405976,4,1978,AZ_West
1978-05-01,8.809879148137165,5,1978,AZ_West
1978-06-01,12.365467764607128,6,1978,AZ_West
1978-07-01,21.304545848922167,7,1978,AZ_West
1978-08-01,19.869793147305163,8,1978,AZ_West
1978-09-01,17.90831831394357,9,1978,AZ_West
1978-10-01,14.76645430268804,10,1978,AZ_West
1978-11-01,10.687579173200096,11,1978,AZ_West
1978-12-01,8.359318110379213,12,1978,AZ_West
1979-01-01,8.608242126219096,1,1979,AZ_West
1979-02-01,7.27428797650578,2,1979,AZ_West
1979-03-01,9.354324921027525,3,1979,AZ_West
1979-04-01,7.928889106445257,4,1979,AZ_West
1979-05-01,12.533701311500902,5,1979,AZ_West
1979-06-01,11.535072597609442,6,1979,AZ_West
1979-07-01,18.12407037980116,7,1979,AZ_West
1979-08-01,19.72411333295049,8,1979,AZ_West
1979-09-01,17.589127778462085,9,1979,AZ_West
1979-10-01,11.377651536297542,10,1979,AZ_West
1979-11-01,7.509237992397246,11,1979,AZ_West
1979-12-01,7.603202563751032,12,1979,AZ_West
1980-01-01,11.517053562444568,1,1980,AZ_West
1980-02-01,9.865931394857991,2,1980,AZ_West
1980-03-01,7.868721868807891,3,1980,AZ_West
1980-04-01,8.003453476004342,4,1980,AZ_West
1980-05-01,11.563318652732752,5,1980,AZ_West
